Gene	PfamDomains	LengthPfamDomain	GeneLength	PfamDomLen	PfamLengthRatio	geneType	geneClusterType
YMR037C	2	45	2115	0.000945626	0.0212766	WGD	WGD_in_WGDCluster
YMR038C	2	172	750	0.00266667	0.229333	singletons	Singletons_in_WGDCluster
YMR039C	1	53	879	0.00113766	0.0602958	singletons	Singletons_in_WGDCluster
YMR040W	1	136	483	0.00207039	0.281573	WGD	WGD_in_WGDCluster
YMR041C	1	287	1008	0.000992063	0.284722	singletons	Singletons_in_ComplementCluster
YMR042W	1	47	534	0.00187266	0.088015	SSD	SSD_in_SSDCluster
YMR043W	1	47	861	0.00116144	0.0545877	SSD	SSD_in_SSDCluster
YMR044W	1	157	1428	0.00070028	0.109944	singletons	Singletons_in_ComplementCluster
YMR045C	3	435	5269	0.000569368	0.0825584	singletons	Singletons_in_ComplementCluster
YMR046C	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YMR047C	7	652	3342	0.00209455	0.195093	WGD	WGD_in_WGDCluster
YMR048W	1	84	954	0.00104822	0.0880503	singletons	Singletons_in_ComplementCluster
YMR049C	4	379	2424	0.00165017	0.156353	singletons	Singletons_in_ComplementCluster
YMR050C	3	431	5269	0.000569368	0.0817992	singletons	Singletons_in_ComplementCluster
YMR051C	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YMR054W	1	854	2673	0.000374111	0.319491	SSD	SSD_in_SSDCluster
YMR055C	1	216	921	0.00108578	0.234528	singletons	Singletons_in_SSDCluster
YMR056C	3	291	930	0.00322581	0.312903	singletons	Singletons_in_SSDCluster
YMR058W	3	408	1911	0.00156986	0.213501	SSD	SSD_in_SSDCluster
YMR059W	1	119	387	0.00258398	0.307494	singletons	Singletons_in_ComplementCluster
YMR060C	2	287	984	0.00203252	0.291667	singletons	Singletons_in_ComplementCluster
YMR061W	1	190	2034	0.000491642	0.093412	singletons	Singletons_in_ComplementCluster
YMR062C	1	408	1326	0.000754148	0.307692	singletons	Singletons_in_ComplementCluster
YMR063W	1	167	720	0.00138889	0.231944	singletons	Singletons_in_ComplementCluster
YMR064W	1	399	1557	0.000642261	0.256262	singletons	Singletons_in_ComplementCluster
YMR065W	1	503	1515	0.000660066	0.332013	singletons	Singletons_in_ComplementCluster
YMR067C	2	144	1251	0.00159872	0.115108	singletons	Singletons_in_ComplementCluster
YMR068W	3	138	1281	0.00234192	0.107728	singletons	Singletons_in_ComplementCluster
YMR069W	1	134	858	0.0011655	0.156177	singletons	Singletons_in_ComplementCluster
YMR071C	1	111	504	0.00198413	0.220238	singletons	Singletons_in_ComplementCluster
YMR072W	2	135	552	0.00362319	0.244565	WGD	WGD_in_WGDCluster
YMR073C	1	74	606	0.00165017	0.122112	singletons	Singletons_in_ComplementCluster
YMR074C	1	110	438	0.00228311	0.251142	singletons	Singletons_in_ComplementCluster
YMR075W	1	47	2055	0.000486618	0.022871	singletons	Singletons_in_ComplementCluster
YMR076C	1	155	3834	0.000260824	0.0404278	singletons	Singletons_in_ComplementCluster
YMR077C	1	172	666	0.0015015	0.258258	singletons	Singletons_in_ComplementCluster
YMR078C	1	129	2226	0.000449236	0.0579515	SSD	SSD_in_SSDCluster
YMR079W	2	207	1071	0.00186741	0.193277	WGD	WGD_in_SSDCluster
YMR080C	5	663	2916	0.00171468	0.227366	SSD	SSD_in_SSDCluster
YMR081C	1	176	1017	0.000983284	0.173058	WGD	WGD_in_SSDCluster
YMR083W	2	238	1128	0.00177305	0.210993	singletons	Singletons_in_SSDCluster
YMR084W	1	161	789	0.00126743	0.204056	singletons	Singletons_in_SSDCluster
YMR085W	2	264	1299	0.00153965	0.203233	SSD	SSD_in_SSDCluster
YMR087W	1	276	855	0.00116959	0.322807	singletons	Singletons_in_SSDCluster
YMR088C	1	422	1689	0.000592066	0.249852	SSD	SSD_in_SSDCluster
YMR089C	4	463	2478	0.00161421	0.186844	SSD	SSD_in_SSDCluster
YMR090W	1	193	684	0.00146199	0.282164	singletons	Singletons_in_SSDCluster
YMR091C	1	132	1308	0.000764526	0.100917	SSD	SSD_in_SSDCluster
YMR092C	2	73	1848	0.00108225	0.0395022	singletons	Singletons_in_ComplementCluster
YMR093W	4	266	1542	0.00259403	0.172503	singletons	Singletons_in_ComplementCluster
YMR095C	1	205	675	0.00148148	0.303704	singletons	Singletons_in_ComplementCluster
YMR096W	1	207	894	0.00111857	0.231544	singletons	Singletons_in_ComplementCluster
YMR097C	1	161	1104	0.000905797	0.145833	singletons	Singletons_in_ComplementCluster
YMR098C	2	432	1839	0.00108755	0.23491	singletons	Singletons_in_ComplementCluster
YMR099C	1	279	894	0.00111857	0.312081	singletons	Singletons_in_ComplementCluster
YMR100W	1	55	1863	0.000536769	0.0295223	singletons	Singletons_in_ComplementCluster
YMR101C	1	223	1032	0.000968992	0.216085	SSD	SSD_in_SSDCluster
YMR102C	3	117	2505	0.0011976	0.0467066	WGD	WGD_in_WGDCluster
YMR104C	2	295	2034	0.000983284	0.145034	WGD	WGD_in_WGDCluster
YMR105C	4	483	1710	0.00233918	0.282456	WGD	WGD_in_WGDCluster
YMR106C	3	557	1890	0.0015873	0.294709	singletons	Singletons_in_WGDCluster
YMR107W	1	111	348	0.00287356	0.318966	singletons	Singletons_in_WGDCluster
YMR108W	3	461	2064	0.00145349	0.223353	SSD	SSD_in_WGDCluster
YMR109W	3	907	3660	0.000819672	0.247814	WGD	WGD_in_WGDCluster
YMR110C	1	437	1599	0.000625391	0.273296	singletons	Singletons_in_WGDCluster
YMR111C	1	89	1389	0.000719942	0.0640749	singletons	Singletons_in_WGDCluster
YMR112C	1	97	396	0.00252525	0.244949	singletons	Singletons_in_WGDCluster
YMR113W	1	218	1284	0.000778816	0.169782	WGD	WGD_in_WGDCluster
YMR114C	1	239	1107	0.000903342	0.215899	singletons	Singletons_in_WGDCluster
YMR116C	6	230	1233	0.00486618	0.186537	singletons	Singletons_in_WGDCluster
YMR117C	1	122	642	0.00155763	0.190031	singletons	Singletons_in_WGDCluster
YMR118C	1	124	591	0.00169205	0.209814	WGD	WGD_in_WGDCluster
YMR119W	1	49	1875	0.000533333	0.0261333	WGD	WGD_in_WGDCluster
YMR120C	2	438	1779	0.00112423	0.246206	WGD	WGD_in_WGDCluster
YMR121C	1	188	615	0.00162602	0.305691	WGD	WGD_in_WGDCluster
YMR123W	1	73	369	0.00271003	0.197832	singletons	Singletons_in_WGDCluster
YMR125W	3	678	2908	0.00103164	0.23315	singletons	Singletons_in_ComplementCluster
YMR127C	2	255	1017	0.00196657	0.250737	singletons	Singletons_in_ComplementCluster
YMR128W	4	512	3804	0.00105152	0.134595	singletons	Singletons_in_ComplementCluster
YMR130W	1	208	909	0.00110011	0.228823	singletons	Singletons_in_ComplementCluster
YMR131C	3	144	1536	0.00195312	0.09375	singletons	Singletons_in_ComplementCluster
YMR132C	1	116	627	0.0015949	0.185008	singletons	Singletons_in_ComplementCluster
YMR133W	1	312	1403	0.000712758	0.222381	singletons	Singletons_in_ComplementCluster
YMR135C	1	197	1368	0.000730994	0.144006	singletons	Singletons_in_ComplementCluster
YMR136W	1	35	1683	0.000594177	0.0207962	singletons	Singletons_in_ComplementCluster
YMR137C	1	151	1986	0.000503525	0.0760322	singletons	Singletons_in_ComplementCluster
YMR138W	1	184	576	0.00173611	0.319444	singletons	Singletons_in_ComplementCluster
YMR139W	1	283	1113	0.000898473	0.254268	WGD	WGD_in_WGDCluster
YMR142C	1	167	1002	0.000998004	0.166667	WGD	WGD_in_WGDCluster
YMR143W	1	132	976	0.00102459	0.135246	singletons	Singletons_in_WGDCluster
YMR145C	1	330	1683	0.000594177	0.196078	WGD	WGD_in_WGDCluster
YMR146C	3	111	1044	0.00287356	0.106322	singletons	Singletons_in_WGDCluster
YMR148W	1	69	447	0.00223714	0.154362	singletons	Singletons_in_WGDCluster
YMR149W	1	245	861	0.00116144	0.284553	singletons	Singletons_in_WGDCluster
YMR150C	2	161	573	0.0034904	0.280977	SSD	SSD_in_WGDCluster
YMR152W	1	151	1098	0.000910747	0.137523	singletons	Singletons_in_WGDCluster
YMR153W	1	118	1428	0.00070028	0.0826331	WGD	WGD_in_WGDCluster
YMR155W	1	192	1644	0.000608273	0.116788	singletons	Singletons_in_ComplementCluster
YMR156C	1	206	717	0.0013947	0.287308	singletons	Singletons_in_ComplementCluster
YMR158W	1	149	468	0.00213675	0.318376	singletons	Singletons_in_ComplementCluster
YMR159C	1	82	453	0.00220751	0.181015	singletons	Singletons_in_ComplementCluster
YMR161W	1	61	675	0.00148148	0.0903704	singletons	Singletons_in_ComplementCluster
YMR162C	5	940	4971	0.00100583	0.189097	singletons	Singletons_in_ComplementCluster
YMR164C	1	26	2277	0.000439174	0.0114185	singletons	Singletons_in_ComplementCluster
YMR165C	2	336	2589	0.000772499	0.12978	singletons	Singletons_in_ComplementCluster
YMR166C	3	306	1107	0.00271003	0.276423	SSD	SSD_in_SSDCluster
YMR167W	3	495	2310	0.0012987	0.214286	SSD	SSD_in_SSDCluster
YMR168C	2	545	1827	0.00109469	0.298303	singletons	Singletons_in_SSDCluster
YMR169C	1	469	1521	0.000657462	0.30835	SSD	SSD_in_SSDCluster
YMR170C	1	469	1521	0.000657462	0.30835	SSD	SSD_in_SSDCluster
YMR171C	1	136	1653	0.000604961	0.0822747	SSD	SSD_in_SSDCluster
YMR172W	1	77	2160	0.000462963	0.0356481	SSD	SSD_in_SSDCluster
YMR174C	1	67	207	0.00483092	0.323671	singletons	Singletons_in_ComplementCluster
YMR176W	2	138	4236	0.000472144	0.0325779	singletons	Singletons_in_WGDCluster
YMR177W	1	217	1533	0.000652316	0.141553	WGD	WGD_in_WGDCluster
YMR178W	1	168	825	0.00121212	0.203636	singletons	Singletons_in_WGDCluster
YMR180C	1	218	963	0.00103842	0.226376	WGD	WGD_in_WGDCluster
YMR182C	2	48	636	0.00314465	0.0754717	WGD	WGD_in_WGDCluster
YMR183C	2	248	888	0.00225225	0.279279	WGD	WGD_in_WGDCluster
YMR185W	2	142	2946	0.000678887	0.048201	singletons	Singletons_in_WGDCluster
YMR186W	2	674	2118	0.000944287	0.318225	WGD	WGD_in_WGDCluster
YMR188C	1	68	714	0.00140056	0.0952381	singletons	Singletons_in_ComplementCluster
YMR189W	2	730	3105	0.000644122	0.235105	singletons	Singletons_in_ComplementCluster
YMR190C	5	549	4344	0.00115101	0.126381	singletons	Singletons_in_ComplementCluster
YMR192W	1	197	2163	0.000462321	0.0910772	WGD	WGD_in_WGDCluster
YMR193W	1	59	777	0.001287	0.0759331	singletons	Singletons_in_WGDCluster
YMR194C-B	1	61	294	0.00340136	0.207483	singletons	Singletons_in_WGDCluster
YMR194W	1	95	766	0.00130548	0.124021	singletons	Singletons_in_WGDCluster
YMR197C	2	146	654	0.0030581	0.223242	singletons	Singletons_in_WGDCluster
YMR198W	1	137	1785	0.000560224	0.0767507	WGD	WGD_in_WGDCluster
YMR199W	1	152	1641	0.000609385	0.0926264	WGD	WGD_in_WGDCluster
YMR200W	1	222	771	0.00129702	0.287938	singletons	Singletons_in_ComplementCluster
YMR201C	1	50	1200	0.000833333	0.0416667	singletons	Singletons_in_ComplementCluster
YMR202W	1	214	669	0.00149477	0.31988	singletons	Singletons_in_ComplementCluster
YMR203W	1	295	1164	0.000859107	0.253436	singletons	Singletons_in_ComplementCluster
YMR204C	1	181	1263	0.000791766	0.14331	singletons	Singletons_in_ComplementCluster
YMR205C	2	600	2880	0.000694444	0.208333	SSD	SSD_in_SSDCluster
YMR206W	1	305	942	0.00106157	0.323779	WGD	WGD_in_WGDCluster
YMR207C	6	1726	6372	0.00094162	0.270873	WGD	WGD_in_WGDCluster
YMR208W	2	157	1332	0.0015015	0.117868	singletons	Singletons_in_ComplementCluster
YMR209C	1	265	1374	0.000727802	0.192868	singletons	Singletons_in_ComplementCluster
YMR210W	1	247	1350	0.000740741	0.182963	singletons	Singletons_in_ComplementCluster
YMR211W	2	304	1428	0.00140056	0.212885	singletons	Singletons_in_ComplementCluster
YMR213W	2	145	1773	0.00112803	0.0817823	SSD	SSD_in_SSDCluster
YMR214W	3	346	1134	0.0026455	0.305115	singletons	Singletons_in_SSDCluster
YMR215W	1	338	1575	0.000634921	0.214603	SSD	SSD_in_SSDCluster
YMR216C	2	332	2229	0.000897263	0.148946	singletons	Singletons_in_ComplementCluster
YMR217W	3	379	1578	0.00190114	0.240177	singletons	Singletons_in_ComplementCluster
YMR218C	1	123	3309	0.000302206	0.0371714	singletons	Singletons_in_ComplementCluster
YMR220W	2	157	1356	0.00147493	0.115782	singletons	Singletons_in_ComplementCluster
YMR221C	1	432	1515	0.000660066	0.285149	singletons	Singletons_in_ComplementCluster
YMR222C	1	214	672	0.0014881	0.318452	WGD	WGD_in_WGDCluster
YMR223W	2	390	1416	0.00141243	0.275424	singletons	Singletons_in_ComplementCluster
YMR224C	2	418	2079	0.000962001	0.201058	singletons	Singletons_in_ComplementCluster
YMR225C	1	50	444	0.00225225	0.112613	singletons	Singletons_in_ComplementCluster
YMR226C	1	199	804	0.00124378	0.247512	SSD	SSD_in_SSDCluster
YMR227C	1	192	1773	0.000564016	0.108291	singletons	Singletons_in_ComplementCluster
YMR228W	1	305	1026	0.000974659	0.297271	singletons	Singletons_in_ComplementCluster
YMR229C	3	219	5190	0.000578035	0.0421965	singletons	Singletons_in_ComplementCluster
YMR230W	1	92	728	0.00137363	0.126374	singletons	Singletons_in_ComplementCluster
YMR231W	1	47	3090	0.000323625	0.0152104	singletons	Singletons_in_ComplementCluster
YMR232W	1	191	2034	0.000491642	0.0939036	singletons	Singletons_in_ComplementCluster
YMR233W	2	123	681	0.00293686	0.180617	WGD	WGD_in_WGDCluster
YMR234W	3	250	1047	0.00286533	0.238777	singletons	Singletons_in_WGDCluster
YMR235C	2	36	1224	0.00163399	0.0294118	singletons	Singletons_in_WGDCluster
YMR236W	1	126	474	0.0021097	0.265823	singletons	Singletons_in_WGDCluster
YMR237W	1	426	2175	0.00045977	0.195862	WGD	WGD_in_WGDCluster
YMR238W	1	367	1377	0.000726216	0.266521	SSD	SSD_in_WGDCluster
YMR239C	3	287	1416	0.00211864	0.202684	singletons	Singletons_in_WGDCluster
YMR240C	2	178	1311	0.00152555	0.135774	singletons	Singletons_in_WGDCluster
YMR241W	2	193	945	0.0021164	0.204233	singletons	Singletons_in_WGDCluster
YMR242C	1	123	996	0.00100402	0.123494	WGD	WGD_in_WGDCluster
YMR243C	1	286	1329	0.000752445	0.215199	WGD	WGD_in_WGDCluster
YMR244C-A	1	78	315	0.0031746	0.247619	singletons	Singletons_in_ComplementCluster
YMR244W	1	258	1068	0.00093633	0.241573	singletons	Singletons_in_ComplementCluster
YMR246W	1	479	2085	0.000479616	0.229736	SSD	SSD_in_SSDCluster
YMR247C	1	49	4689	0.000213265	0.01045	singletons	Singletons_in_SSDCluster
YMR250W	1	356	1758	0.000568828	0.202503	SSD	SSD_in_SSDCluster
YMR251W	2	228	1101	0.00181653	0.207084	SSD	SSD_in_SSDCluster
YMR253C	2	284	1245	0.00160643	0.228112	SSD	SSD_in_SSDCluster
YMR256C	1	51	183	0.00546448	0.278689	singletons	Singletons_in_ComplementCluster
YMR259C	1	225	4263	0.000234577	0.0527797	singletons	Singletons_in_ComplementCluster
YMR260C	1	62	462	0.0021645	0.134199	singletons	Singletons_in_ComplementCluster
YMR261C	2	705	3165	0.000631912	0.222749	WGD	WGD_in_WGDCluster
YMR262W	1	302	942	0.00106157	0.320594	singletons	Singletons_in_WGDCluster
YMR263W	1	45	606	0.00165017	0.0742574	singletons	Singletons_in_WGDCluster
YMR264W	2	91	612	0.00326797	0.148693	WGD	WGD_in_WGDCluster
YMR265C	1	195	1386	0.000721501	0.140693	singletons	Singletons_in_ComplementCluster
YMR266W	4	698	2862	0.00139762	0.243885	SSD	SSD_in_SSDCluster
YMR267W	1	186	933	0.00107181	0.199357	SSD	SSD_in_SSDCluster
YMR268C	5	308	1335	0.00374532	0.230712	singletons	Singletons_in_SSDCluster
YMR270C	1	65	1098	0.000910747	0.0591985	singletons	Singletons_in_SSDCluster
YMR271C	1	145	684	0.00146199	0.211988	WGD	WGD_in_SSDCluster
YMR272C	2	218	1155	0.0017316	0.188745	SSD	SSD_in_SSDCluster
YMR273C	1	51	2748	0.000363901	0.018559	WGD	WGD_in_WGDCluster
YMR274C	1	116	948	0.00105485	0.122363	singletons	Singletons_in_WGDCluster
YMR275C	2	719	2931	0.000682361	0.245309	WGD	WGD_in_WGDCluster
YMR276W	1	70	1122	0.000891266	0.0623886	singletons	Singletons_in_WGDCluster
YMR277W	2	279	2199	0.000909504	0.126876	singletons	Singletons_in_WGDCluster
YMR278W	4	434	1869	0.00214018	0.23221	singletons	Singletons_in_WGDCluster
YMR279C	1	403	1623	0.000616143	0.248306	WGD	WGD_in_WGDCluster
YMR280C	2	328	4302	0.0004649	0.0762436	SSD	SSD_in_SSDCluster
YMR281W	1	129	915	0.0010929	0.140984	singletons	Singletons_in_ComplementCluster
YMR282C	1	112	1743	0.000573723	0.064257	singletons	Singletons_in_ComplementCluster
YMR283C	2	397	1542	0.00129702	0.257458	singletons	Singletons_in_ComplementCluster
YMR284W	3	547	1809	0.00165837	0.302377	singletons	Singletons_in_ComplementCluster
YMR285C	1	389	1548	0.000645995	0.251292	WGD	WGD_in_WGDCluster
YMR286W	1	50	261	0.00383142	0.191571	singletons	Singletons_in_ComplementCluster
YMR287C	1	332	2910	0.000343643	0.114089	singletons	Singletons_in_ComplementCluster
YMR289W	1	261	1125	0.000888889	0.232	singletons	Singletons_in_ComplementCluster
YMR290C	3	341	1518	0.00197628	0.224638	SSD	SSD_in_SSDCluster
YMR291W	1	312	1761	0.000567859	0.177172	singletons	Singletons_in_ComplementCluster
YMR292W	1	103	499	0.00200401	0.206413	singletons	Singletons_in_ComplementCluster
YMR293C	1	452	1395	0.000716846	0.324014	singletons	Singletons_in_ComplementCluster
YMR294W	1	194	1122	0.000891266	0.172906	singletons	Singletons_in_ComplementCluster
YMR295C	1	69	594	0.0016835	0.116162	WGD	WGD_in_WGDCluster
YMR296C	1	400	1677	0.000596303	0.238521	singletons	Singletons_in_ComplementCluster
YMR297W	2	517	1599	0.00125078	0.323327	SSD	SSD_in_SSDCluster
YMR299C	1	145	939	0.00106496	0.15442	singletons	Singletons_in_SSDCluster
YMR300C	2	306	1533	0.00130463	0.199609	singletons	Singletons_in_SSDCluster
YMR301C	2	427	2073	0.000964785	0.205982	singletons	Singletons_in_SSDCluster
YMR302C	2	516	2553	0.000783392	0.202115	singletons	Singletons_in_SSDCluster
YMR303C	2	238	1047	0.00191022	0.227316	SSD	SSD_in_SSDCluster
YMR304W	3	879	3693	0.000812348	0.238018	singletons	Singletons_in_ComplementCluster
YMR305C	1	251	1170	0.000854701	0.21453	WGD	WGD_in_WGDCluster
YMR306W	2	958	5358	0.000373274	0.178798	singletons	Singletons_in_ComplementCluster
YMR307W	2	388	1680	0.00119048	0.230952	SSD	SSD_in_SSDCluster
YMR308C	4	303	3270	0.00122324	0.0926606	SSD	SSD_in_SSDCluster
YMR309C	3	685	2439	0.00123001	0.280853	singletons	Singletons_in_ComplementCluster
YMR310C	1	294	954	0.00104822	0.308176	WGD	WGD_in_WGDCluster
YMR311C	1	133	690	0.00144928	0.192754	singletons	Singletons_in_ComplementCluster
YMR313C	2	258	1929	0.00103681	0.133748	singletons	Singletons_in_ComplementCluster
YMR314W	2	209	705	0.00283688	0.296454	singletons	Singletons_in_ComplementCluster
YMR315W	2	330	1050	0.00190476	0.314286	singletons	Singletons_in_ComplementCluster
YMR318C	2	242	1083	0.00184672	0.223453	SSD	SSD_in_SSDCluster
YMR319C	2	151	1659	0.00120555	0.0910187	singletons	Singletons_in_ComplementCluster
YMR321C	1	98	318	0.00314465	0.308176	singletons	Singletons_in_ComplementCluster
YMR323W	2	421	1314	0.00152207	0.320396	singletons	Singletons_in_ComplementCluster
YMR325W	1	93	375	0.00266667	0.248	singletons	Singletons_in_ComplementCluster
YMR326C	1	82	309	0.00323625	0.265372	singletons	Singletons_in_ComplementCluster
YNL001W	3	365	1161	0.00258398	0.314384	WGD	WGD_in_WGDCluster
YNL002C	1	52	969	0.00103199	0.0536636	singletons	Singletons_in_WGDCluster
YNL003C	3	258	855	0.00350877	0.301754	SSD	SSD_in_WGDCluster
YNL004W	3	205	1707	0.00175747	0.120094	WGD	WGD_in_WGDCluster
YNL005C	2	317	1116	0.00179211	0.28405	singletons	Singletons_in_WGDCluster
YNL006W	4	150	912	0.00438596	0.164474	singletons	Singletons_in_WGDCluster
YNL007C	2	214	1059	0.00188857	0.202077	singletons	Singletons_in_WGDCluster
YNL008C	1	50	2010	0.000497512	0.0248756	WGD	WGD_in_WGDCluster
YNL009W	1	394	1263	0.000791766	0.311956	WGD	WGD_in_WGDCluster
YNL010W	1	182	726	0.00137741	0.250689	singletons	Singletons_in_WGDCluster
YNL011C	1	437	1335	0.000749064	0.327341	singletons	Singletons_in_WGDCluster
YNL012W	2	520	1980	0.0010101	0.262626	singletons	Singletons_in_WGDCluster
YNL014W	3	442	3135	0.000956938	0.140989	WGD	WGD_in_WGDCluster
YNL016W	3	203	1362	0.00220264	0.149046	singletons	Singletons_in_WGDCluster
YNL020C	1	276	1917	0.000521648	0.143975	WGD	WGD_in_WGDCluster
YNL021W	2	557	2121	0.000942951	0.262612	singletons	Singletons_in_ComplementCluster
YNL022C	1	118	1473	0.000678887	0.0801086	singletons	Singletons_in_ComplementCluster
YNL023C	6	172	2898	0.00207039	0.0593513	singletons	Singletons_in_ComplementCluster
YNL024C	1	187	741	0.00134953	0.252362	SSD	SSD_in_SSDCluster
YNL024C-A	1	35	219	0.00456621	0.159817	singletons	Singletons_in_SSDCluster
YNL025C	1	131	972	0.00102881	0.134774	SSD	SSD_in_SSDCluster
YNL026W	1	333	1455	0.000687285	0.228866	singletons	Singletons_in_SSDCluster
YNL027W	2	44	2037	0.000981836	0.0216004	singletons	Singletons_in_SSDCluster
YNL029C	1	370	1569	0.000637349	0.235819	WGD	WGD_in_SSDCluster
YNL030W	1	81	312	0.00320513	0.259615	SSD	SSD_in_SSDCluster
YNL031C	1	131	411	0.00243309	0.318735	SSD	SSD_in_SSDCluster
YNL032W	1	164	846	0.00118203	0.193853	SSD	SSD_in_SSDCluster
YNL035C	2	80	1170	0.0017094	0.0683761	singletons	Singletons_in_ComplementCluster
YNL036W	1	157	666	0.0015015	0.235736	singletons	Singletons_in_ComplementCluster
YNL037C	1	327	1083	0.000923361	0.301939	SSD	SSD_in_SSDCluster
YNL038W	1	74	764	0.0013089	0.0968586	singletons	Singletons_in_ComplementCluster
YNL039W	1	86	1785	0.000560224	0.0481793	singletons	Singletons_in_ComplementCluster
YNL040W	1	44	1371	0.000729395	0.0320934	singletons	Singletons_in_ComplementCluster
YNL041C	1	656	2520	0.000396825	0.260317	singletons	Singletons_in_ComplementCluster
YNL042W	1	390	1191	0.000839631	0.327456	singletons	Singletons_in_ComplementCluster
YNL044W	1	142	610	0.00163934	0.232787	singletons	Singletons_in_ComplementCluster
YNL045W	3	525	2016	0.0014881	0.260417	singletons	Singletons_in_ComplementCluster
YNL047C	1	109	1971	0.000507357	0.0553019	WGD	WGD_in_WGDCluster
YNL048W	2	395	1647	0.00121433	0.23983	SSD	SSD_in_WGDCluster
YNL049C	5	568	2631	0.00190042	0.215887	WGD	WGD_in_WGDCluster
YNL050C	1	111	904	0.00110619	0.122788	singletons	Singletons_in_WGDCluster
YNL051W	1	132	1212	0.000825083	0.108911	singletons	Singletons_in_WGDCluster
YNL052W	1	129	462	0.0021645	0.279221	WGD	WGD_in_WGDCluster
YNL053W	1	130	1470	0.000680272	0.0884354	WGD	WGD_in_WGDCluster
YNL054W	2	534	3498	0.000571755	0.152659	singletons	Singletons_in_ComplementCluster
YNL054W-A	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YNL054W-B	3	434	5251	0.00057132	0.0826509	singletons	Singletons_in_ComplementCluster
YNL055C	1	274	852	0.00117371	0.321596	WGD	WGD_in_WGDCluster
YNL056W	1	166	594	0.0016835	0.279461	SSD	SSD_in_WGDCluster
YNL059C	2	616	2268	0.000881834	0.271605	singletons	Singletons_in_WGDCluster
YNL061W	2	300	1857	0.00107701	0.161551	SSD	SSD_in_WGDCluster
YNL062C	1	323	1437	0.000695894	0.224774	singletons	Singletons_in_WGDCluster
YNL063W	1	144	945	0.0010582	0.152381	singletons	Singletons_in_WGDCluster
YNL064C	3	346	1230	0.00243902	0.281301	SSD	SSD_in_WGDCluster
YNL065W	1	406	1761	0.000567859	0.230551	WGD	WGD_in_WGDCluster
YNL066W	1	242	1263	0.000791766	0.191607	WGD	WGD_in_WGDCluster
YNL067W	2	154	576	0.00347222	0.267361	SSD	SSD_in_WGDCluster
YNL068C	2	175	2589	0.000772499	0.0675937	WGD	WGD_in_WGDCluster
YNL069C	1	107	1046	0.000956023	0.102294	singletons	Singletons_in_ComplementCluster
YNL070W	1	40	183	0.00546448	0.218579	singletons	Singletons_in_ComplementCluster
YNL071W	3	343	1449	0.00207039	0.236715	SSD	SSD_in_SSDCluster
YNL072W	1	215	924	0.00108225	0.232684	singletons	Singletons_in_SSDCluster
YNL073W	2	455	1731	0.0011554	0.262854	SSD	SSD_in_SSDCluster
YNL075W	1	167	873	0.00114548	0.191294	SSD	SSD_in_SSDCluster
YNL076W	1	27	1755	0.000569801	0.0153846	singletons	Singletons_in_SSDCluster
YNL077W	3	357	1587	0.00189036	0.224953	SSD	SSD_in_SSDCluster
YNL079C	1	122	600	0.00166667	0.203333	WGD	WGD_in_SSDCluster
YNL080C	1	211	1101	0.000908265	0.191644	singletons	Singletons_in_SSDCluster
YNL081C	1	106	432	0.00231481	0.24537	singletons	Singletons_in_SSDCluster
YNL082W	3	396	2622	0.00114416	0.15103	SSD	SSD_in_SSDCluster
YNL083W	4	294	1485	0.0026936	0.19798	singletons	Singletons_in_ComplementCluster
YNL084C	3	279	1050	0.00285714	0.265714	singletons	Singletons_in_ComplementCluster
YNL085W	3	443	2493	0.00120337	0.177698	singletons	Singletons_in_ComplementCluster
YNL087W	4	405	3537	0.0011309	0.114504	WGD	WGD_in_WGDCluster
YNL088W	5	1032	4287	0.00116632	0.240728	singletons	Singletons_in_ComplementCluster
YNL090W	1	170	579	0.00172712	0.29361	singletons	Singletons_in_ComplementCluster
YNL091W	1	168	3723	0.000268601	0.0451249	singletons	Singletons_in_ComplementCluster
YNL092W	1	308	1203	0.000831255	0.256027	singletons	Singletons_in_ComplementCluster
YNL093W	1	167	663	0.0015083	0.251885	WGD	WGD_in_WGDCluster
YNL094W	1	96	1764	0.000566893	0.0544218	singletons	Singletons_in_WGDCluster
YNL095C	1	589	1929	0.000518403	0.30534	WGD	WGD_in_WGDCluster
YNL096C	1	182	918	0.00108932	0.198257	WGD	WGD_in_WGDCluster
YNL097C	1	101	993	0.00100705	0.101712	SSD	SSD_in_SSDCluster
YNL098C	1	161	969	0.00103199	0.166151	WGD	WGD_in_SSDCluster
YNL099C	1	169	717	0.0013947	0.235704	singletons	Singletons_in_SSDCluster
YNL101W	1	416	2142	0.000466853	0.194211	SSD	SSD_in_SSDCluster
YNL102W	4	1052	4407	0.000907647	0.238711	singletons	Singletons_in_ComplementCluster
YNL104C	2	421	1860	0.00107527	0.226344	WGD	WGD_in_WGDCluster
YNL106C	2	618	3552	0.000563063	0.173986	WGD	WGD_in_WGDCluster
YNL107W	1	81	681	0.00146843	0.118943	singletons	Singletons_in_WGDCluster
YNL108C	1	201	813	0.00123001	0.247232	WGD	WGD_in_WGDCluster
YNL110C	1	70	663	0.0015083	0.105581	singletons	Singletons_in_WGDCluster
