chr	TSS	TTS	Gene	.	strand	geneType	geneClusterType
chrXIII	565572	565908	YMR153C-A	YMR153C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	565997	568181	YMR154C	RIM13	-	singletons	Singletons_in_ComplementCluster
chrXIII	568549	570193	YMR155W	YMR155W	+	singletons	Singletons_in_ComplementCluster
chrXIII	570298	571015	YMR156C	TPP1	-	singletons	Singletons_in_ComplementCluster
chrXIII	571275	572043	YMR157C	AIM36	-	singletons	Singletons_in_ComplementCluster
chrXIII	572246	572714	YMR158W	MRPS8	+	singletons	Singletons_in_ComplementCluster
chrXIII	573192	573330	YMR158C-A	YMR158C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	574469	574790	YMR158W-B	YMR158W-B	+	singletons	Singletons_in_ComplementCluster
chrXIII	574474	574927	YMR159C	ATG16	-	singletons	Singletons_in_ComplementCluster
chrXIII	575064	577515	YMR160W	YMR160W	+	singletons	Singletons_in_ComplementCluster
chrXIII	577716	578391	YMR161W	HLJ1	+	singletons	Singletons_in_ComplementCluster
chrXIII	578949	583920	YMR162C	DNF3	-	singletons	Singletons_in_ComplementCluster
chrXIII	584269	586387	YMR163C	INP2	-	singletons	Singletons_in_ComplementCluster
chrXIII	587272	589549	YMR164C	MSS11	-	singletons	Singletons_in_ComplementCluster
chrXIII	590038	592627	YMR165C	PAH1	-	singletons	Singletons_in_ComplementCluster
chrXIII	593365	594472	YMR166C	MME1	-	SSD	SSD_in_SSDCluster
chrXIII	594884	597194	YMR167W	MLH1	+	SSD	SSD_in_SSDCluster
chrXIII	597330	599157	YMR168C	CEP3	-	singletons	Singletons_in_SSDCluster
chrXIII	599350	600871	YMR169C	ALD3	-	SSD	SSD_in_SSDCluster
chrXIII	601560	603081	YMR170C	ALD2	-	SSD	SSD_in_SSDCluster
chrXIII	603866	605519	YMR171C	EAR1	-	SSD	SSD_in_SSDCluster
chrXIII	605979	608139	YMR172W	HOT1	+	SSD	SSD_in_SSDCluster
chrXIII	607826	608210	YMR172C-A	YMR172C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	608687	609980	YMR173W	DDR48	+	singletons	Singletons_in_ComplementCluster
chrXIII	608895	610080	YMR173W-A	YMR173W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	610157	610364	YMR174C	PAI3	-	singletons	Singletons_in_ComplementCluster
chrXIII	611014	611254	YMR175W	SIP18	+	WGD	WGD_in_WGDCluster
chrXIII	611312	611507	YMR175W-A	YMR175W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	611738	615974	YMR176W	ECM5	+	singletons	Singletons_in_WGDCluster
chrXIII	616564	618097	YMR177W	MMT1	+	WGD	WGD_in_WGDCluster
chrXIII	618477	619302	YMR178W	YMR178W	+	singletons	Singletons_in_WGDCluster
chrXIII	619856	622133	YMR179W	SPT21	+	singletons	Singletons_in_WGDCluster
chrXIII	622249	623212	YMR180C	CTL1	-	WGD	WGD_in_WGDCluster
chrXIII	623614	624079	YMR181C	YMR181C	-	WGD	WGD_in_WGDCluster
chrXIII	624530	625166	YMR182C	RGM1	-	WGD	WGD_in_WGDCluster
chrXIII	625809	625896	YMR182W-A	YMR182W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	626347	626653	snR83		+	singletons	Singletons_in_ComplementCluster
chrXIII	626919	627807	YMR183C	SSO2	-	WGD	WGD_in_WGDCluster
chrXIII	628187	628784	YMR184W	ADD37	+	singletons	Singletons_in_WGDCluster
chrXIII	629023	631969	YMR185W	RTP1	+	singletons	Singletons_in_WGDCluster
chrXIII	632353	634471	YMR186W	HSC82	+	WGD	WGD_in_WGDCluster
chrXIII	634687	635983	YMR187C	YMR187C	-	singletons	Singletons_in_ComplementCluster
chrXIII	636289	637003	YMR188C	MRPS17	-	singletons	Singletons_in_ComplementCluster
chrXIII	637498	640603	YMR189W	GCV2	+	singletons	Singletons_in_ComplementCluster
chrXIII	640913	645257	YMR190C	SGS1	-	singletons	Singletons_in_ComplementCluster
chrXIII	645654	646776	YMR191W	SPG5	+	singletons	Singletons_in_ComplementCluster
chrXIII	647116	649279	YMR192W	GYL1	+	WGD	WGD_in_WGDCluster
chrXIII	650034	650811	YMR193W	MRPL24	+	singletons	Singletons_in_WGDCluster
chrXIII	651070	651457	YMR193C-A	YMR193C-A	-	singletons	Singletons_in_WGDCluster
chrXIII	651143	651909	YMR194W	RPL36A	+	singletons	Singletons_in_ComplementCluster
chrXIII	652273	652531	snR11		+	singletons	Singletons_in_ComplementCluster
chrXIII	652592	652886	YMR194C-B	CMC4	-	singletons	Singletons_in_ComplementCluster
chrXIII	652910	653135	YMR194C-A	YMR194C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	654032	654416	YMR195W	ICY1	+	WGD	WGD_in_WGDCluster
chrXIII	655074	658341	YMR196W	YMR196W	+	singletons	Singletons_in_WGDCluster
chrXIII	658543	659197	YMR197C	VTI1	-	singletons	Singletons_in_WGDCluster
chrXIII	659743	661528	YMR198W	CIK1	+	WGD	WGD_in_WGDCluster
chrXIII	662642	664283	YMR199W	CLN1	+	WGD	WGD_in_WGDCluster
chrXIII	664750	665521	YMR200W	ROT1	+	singletons	Singletons_in_ComplementCluster
chrXIII	665843	667043	YMR201C	RAD14	-	singletons	Singletons_in_ComplementCluster
chrXIII	667286	667455	RNA170	RNA170	-	singletons	Singletons_in_ComplementCluster
chrXIII	667535	668204	YMR202W	ERG2	+	singletons	Singletons_in_ComplementCluster
chrXIII	668490	669654	YMR203W	TOM40	+	singletons	Singletons_in_ComplementCluster
chrXIII	670061	671324	YMR204C	INP1	-	singletons	Singletons_in_ComplementCluster
chrXIII	671885	674765	YMR205C	PFK2	-	SSD	SSD_in_SSDCluster
chrXIII	675894	676836	YMR206W	YMR206W	+	WGD	WGD_in_WGDCluster
chrXIII	677191	683563	YMR207C	YMR207C	-	WGD	WGD_in_WGDCluster
chrXIII	684465	685797	YMR208W	ERG12	+	singletons	Singletons_in_ComplementCluster
chrXIII	685909	687283	YMR209C	YMR209C	-	singletons	Singletons_in_ComplementCluster
chrXIII	687514	688864	YMR210W	MGL2	+	singletons	Singletons_in_ComplementCluster
chrXIII	689081	690509	YMR211W	DML1	+	singletons	Singletons_in_ComplementCluster
chrXIII	690693	693042	YMR212C	EFR3	-	singletons	Singletons_in_ComplementCluster
chrXIII	693379	695152	YMR213W	CEF1	+	SSD	SSD_in_SSDCluster
chrXIII	695348	696482	YMR214W	SCJ1	+	singletons	Singletons_in_SSDCluster
chrXIII	696794	698369	YMR215W	GAS3	+	SSD	SSD_in_SSDCluster
chrXIII	698809	701038	YMR216C	SKY1	-	singletons	Singletons_in_ComplementCluster
chrXIII	701788	703366	YMR217W	GUA1	+	singletons	Singletons_in_ComplementCluster
chrXIII	703577	706886	YMR218C	TRS130	-	singletons	Singletons_in_ComplementCluster
chrXIII	707131	712108	YMR219W	ESC1	+	singletons	Singletons_in_ComplementCluster
chrXIII	712314	713670	YMR220W	ERG8	+	singletons	Singletons_in_ComplementCluster
chrXIII	713929	715444	YMR221C	FMP42	-	singletons	Singletons_in_ComplementCluster
chrXIII	715636	716308	YMR222C	FSH2	-	WGD	WGD_in_WGDCluster
chrXIII	716713	718129	YMR223W	UBP8	+	singletons	Singletons_in_ComplementCluster
chrXIII	718573	720652	YMR224C	MRE11	-	singletons	Singletons_in_ComplementCluster
chrXIII	720958	721402	YMR225C	MRPL44	-	singletons	Singletons_in_ComplementCluster
chrXIII	721591	722395	YMR226C	YMR226C	-	SSD	SSD_in_SSDCluster
chrXIII	722611	724384	YMR227C	TAF7	-	singletons	Singletons_in_ComplementCluster
chrXIII	724624	725650	YMR228W	MTF1	+	singletons	Singletons_in_ComplementCluster
chrXIII	725932	731122	YMR229C	RRP5	-	singletons	Singletons_in_ComplementCluster
chrXIII	732412	733140	YMR230W	RPS10B	+	singletons	Singletons_in_ComplementCluster
chrXIII	733266	733455	YMR230W-A	YMR230W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	733543	736633	YMR231W	PEP5	+	singletons	Singletons_in_WGDCluster
chrXIII	736924	738958	YMR232W	FUS2	+	singletons	Singletons_in_WGDCluster
chrXIII	739183	739864	YMR233W	TRI1	+	WGD	WGD_in_WGDCluster
chrXIII	740264	741311	YMR234W	RNH1	+	singletons	Singletons_in_WGDCluster
chrXIII	741510	742734	YMR235C	RNA1	-	singletons	Singletons_in_WGDCluster
chrXIII	742969	743443	YMR236W	TAF9	+	singletons	Singletons_in_WGDCluster
chrXIII	743747	745922	YMR237W	BCH1	+	WGD	WGD_in_WGDCluster
chrXIII	746351	747728	YMR238W	DFG5	+	SSD	SSD_in_WGDCluster
chrXIII	748260	749676	YMR239C	RNT1	-	singletons	Singletons_in_WGDCluster
chrXIII	749928	751239	YMR240C	CUS1	-	singletons	Singletons_in_WGDCluster
chrXIII	751959	752904	YMR241W	YHM2	+	singletons	Singletons_in_WGDCluster
chrXIII	753223	754219	YMR242C	YMR242C	-	WGD	WGD_in_WGDCluster
chrXIII	754295	754385	YMR242W-A	YMR242W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	754836	756165	YMR243C	ZRC1	-	WGD	WGD_in_WGDCluster
chrXIII	757248	758316	YMR244W	YMR244W	+	singletons	Singletons_in_ComplementCluster
chrXIII	758515	758830	YMR244C-A	COA6	-	singletons	Singletons_in_ComplementCluster
chrXIII	758561	759182	YMR245W	YMR245W	+	singletons	Singletons_in_ComplementCluster
chrXIII	759805	761890	YMR246W	FAA4	+	SSD	SSD_in_SSDCluster
chrXIII	762108	763112	snR86		-	singletons	Singletons_in_ComplementCluster
chrXIII	763349	768038	YMR247C	RKR1	-	singletons	Singletons_in_SSDCluster
chrXIII	769281	769425	YMR247W-A	YMR247W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	770799	772557	YMR250W	GAD1	+	SSD	SSD_in_SSDCluster
chrXIII	772913	774014	YMR251W	GTO3	+	SSD	SSD_in_SSDCluster
chrXIII	774750	774930	YMR251W-A	HOR7	+	singletons	Singletons_in_SSDCluster
chrXIII	775313	775718	YMR252C	YMR252C	-	singletons	Singletons_in_SSDCluster
chrXIII	775944	777189	YMR253C	YMR253C	-	SSD	SSD_in_SSDCluster
chrXIII	777613	777922	YMR254C	YMR254C	-	singletons	Singletons_in_ComplementCluster
chrXIII	777999	778566	YMR255W	GFD1	+	singletons	Singletons_in_ComplementCluster
chrXIII	778943	779126	YMR256C	COX7	-	singletons	Singletons_in_ComplementCluster
chrXIII	779627	782030	YMR257C	PET111	-	singletons	Singletons_in_ComplementCluster
chrXIII	782618	784280	YMR258C	ROY1	-	singletons	Singletons_in_ComplementCluster
chrXIII	784619	788882	YMR259C	TRM732	-	singletons	Singletons_in_ComplementCluster
chrXIII	789376	789838	YMR260C	TIF11	-	singletons	Singletons_in_ComplementCluster
chrXIII	790203	793368	YMR261C	TPS3	-	WGD	WGD_in_WGDCluster
chrXIII	793724	794666	YMR262W	YMR262W	+	singletons	Singletons_in_WGDCluster
chrXIII	794917	795523	YMR263W	SAP30	+	singletons	Singletons_in_WGDCluster
chrXIII	795803	796415	YMR264W	CUE1	+	WGD	WGD_in_WGDCluster
chrXIII	796538	797924	YMR265C	YMR265C	-	singletons	Singletons_in_ComplementCluster
chrXIII	798516	801378	YMR266W	RSN1	+	SSD	SSD_in_SSDCluster
chrXIII	801770	802703	YMR267W	PPA2	+	SSD	SSD_in_SSDCluster
chrXIII	802886	804221	YMR268C	PRP24	-	singletons	Singletons_in_SSDCluster
chrXIII	804454	805090	YMR269W	TMA23	+	singletons	Singletons_in_SSDCluster
chrXIII	805324	806422	YMR270C	RRN9	-	singletons	Singletons_in_SSDCluster
chrXIII	806863	807547	YMR271C	URA10	-	WGD	WGD_in_SSDCluster
chrXIII	809621	810776	YMR272C	SCS7	-	SSD	SSD_in_WGDCluster
chrXIII	810464	810578	YMR272W-A	YMR272W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	811087	811195	YMR272W-B	YMR272W-B	+	singletons	Singletons_in_ComplementCluster
chrXIII	811231	813979	YMR273C	ZDS1	-	WGD	WGD_in_WGDCluster
chrXIII	814362	815310	YMR274C	RCE1	-	singletons	Singletons_in_WGDCluster
chrXIII	815649	818580	YMR275C	BUL1	-	WGD	WGD_in_WGDCluster
chrXIII	818825	819947	YMR276W	DSK2	+	singletons	Singletons_in_WGDCluster
chrXIII	820254	822453	YMR277W	FCP1	+	singletons	Singletons_in_WGDCluster
chrXIII	822761	824630	YMR278W	PRM15	+	singletons	Singletons_in_WGDCluster
chrXIII	824727	826350	YMR279C	YMR279C	-	WGD	WGD_in_WGDCluster
chrXIII	827026	831328	YMR280C	CAT8	-	SSD	SSD_in_SSDCluster
chrXIII	832337	833252	YMR281W	GPI12	+	singletons	Singletons_in_ComplementCluster
chrXIII	833354	835097	YMR282C	AEP2	-	singletons	Singletons_in_ComplementCluster
chrXIII	835324	836866	YMR283C	RIT1	-	singletons	Singletons_in_ComplementCluster
chrXIII	838185	839994	YMR284W	YKU70	+	singletons	Singletons_in_ComplementCluster
chrXIII	840142	841690	YMR285C	NGL2	-	WGD	WGD_in_WGDCluster
chrXIII	841940	842201	YMR286W	MRPL33	+	singletons	Singletons_in_ComplementCluster
chrXIII	842434	845344	YMR287C	DSS1	-	singletons	Singletons_in_ComplementCluster
chrXIII	845569	848485	YMR288W	HSH155	+	singletons	Singletons_in_ComplementCluster
chrXIII	848683	849808	YMR289W	ABZ2	+	singletons	Singletons_in_ComplementCluster
chrXIII	850072	851590	YMR290C	HAS1	-	SSD	SSD_in_SSDCluster
chrXIII	851420	851768	YMR290W-A	YMR290W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	852628	854389	YMR291W	TDA1	+	singletons	Singletons_in_ComplementCluster
chrXIII	854793	855292	YMR292W	GOT1	+	singletons	Singletons_in_ComplementCluster
chrXIII	855397	856792	YMR293C	HER2	-	singletons	Singletons_in_ComplementCluster
chrXIII	856964	858086	YMR294W	JNM1	+	singletons	Singletons_in_ComplementCluster
chrXIII	858207	858567	YMR294W-A	YMR294W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	858295	858889	YMR295C	YMR295C	-	WGD	WGD_in_WGDCluster
chrXIII	859213	860890	YMR296C	LCB1	-	singletons	Singletons_in_ComplementCluster
chrXIII	861920	863519	YMR297W	PRC1	+	SSD	SSD_in_SSDCluster
chrXIII	863817	864270	YMR298W	LIP1	+	singletons	Singletons_in_SSDCluster
chrXIII	864410	865349	YMR299C	DYN3	-	singletons	Singletons_in_SSDCluster
chrXIII	865557	867090	YMR300C	ADE4	-	singletons	Singletons_in_SSDCluster
chrXIII	867553	869626	YMR301C	ATM1	-	singletons	Singletons_in_SSDCluster
chrXIII	870071	872624	YMR302C	YME2	-	singletons	Singletons_in_SSDCluster
chrXIII	873289	874336	YMR303C	ADH2	-	SSD	SSD_in_SSDCluster
chrXIII	874985	878678	YMR304W	UBP15	+	singletons	Singletons_in_ComplementCluster
chrXIII	878778	879129	YMR304C-A	YMR304C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	879061	880231	YMR305C	SCW10	-	WGD	WGD_in_WGDCluster
chrXIII	881157	886515	YMR306W	FKS3	+	singletons	Singletons_in_ComplementCluster
chrXIII	886181	886571	YMR306C-A	YMR306C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	887001	888681	YMR307W	GAS1	+	SSD	SSD_in_SSDCluster
chrXIII	887729	887924	YMR307C-A	YMR307C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	888950	892220	YMR308C	PSE1	-	SSD	SSD_in_SSDCluster
chrXIII	892986	895425	YMR309C	NIP1	-	singletons	Singletons_in_ComplementCluster
chrXIII	895714	896668	YMR310C	YMR310C	-	WGD	WGD_in_WGDCluster
chrXIII	896912	897602	YMR311C	GLC8	-	singletons	Singletons_in_ComplementCluster
chrXIII	898403	899225	YMR312W	ELP6	+	singletons	Singletons_in_ComplementCluster
chrXIII	899377	901306	YMR313C	TGL3	-	singletons	Singletons_in_ComplementCluster
chrXIII	901707	902412	YMR314W	PRE5	+	singletons	Singletons_in_ComplementCluster
chrXIII	902798	903848	YMR315W	YMR315W	+	singletons	Singletons_in_ComplementCluster
chrXIII	904284	904392	YMR315W-A	YMR315W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	904822	905833	YMR316W	DIA1	+	SSD	SSD_in_SSDCluster
chrXIII	905659	905971	YMR316C-A	YMR316C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	907318	907627	YMR316C-B	YMR316C-B	-	singletons	Singletons_in_SSDCluster
chrXIII	907361	910784	YMR317W	YMR317W	+	singletons	Singletons_in_SSDCluster
chrXIII	911058	912141	YMR318C	ADH6	-	SSD	SSD_in_SSDCluster
chrXIII	912877	914536	YMR319C	FET4	-	singletons	Singletons_in_ComplementCluster
chrXIII	916743	917049	YMR320W	YMR320W	+	singletons	Singletons_in_ComplementCluster
chrXIII	917576	917894	YMR321C	YMR321C	-	singletons	Singletons_in_ComplementCluster
chrXIII	918363	919077	YMR322C	SNO4	-	singletons	Singletons_in_ComplementCluster
chrXIII	920085	921399	YMR323W	ERR3	+	singletons	Singletons_in_ComplementCluster
chrXIII	922199	922442	YMR324C	YMR324C	-	singletons	Singletons_in_ComplementCluster
chrXIII	922638	923013	YMR325W	PAU19	+	singletons	Singletons_in_ComplementCluster
chrXIII	923491	923800	YMR326C	YMR326C	-	singletons	Singletons_in_ComplementCluster
chrXIV	370	6098	YNL339C	YNL339C	-	singletons	Singletons_in_ComplementCluster
chrXIV	895	1216	YNL339W-B	YNL339W-B	+	singletons	Singletons_in_ComplementCluster
chrXIV	1516	2092	YNL339W-A	YNL339W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	6560	6719	YNL338W	YNL338W	+	singletons	Singletons_in_ComplementCluster
chrXIV	7164	7419	YNL337W	YNL337W	+	singletons	Singletons_in_ComplementCluster
chrXIV	8329	9475	YNL336W	COS1	+	SSD	SSD_in_SSDCluster
chrXIV	11451	12129	YNL335W	DDI3	+	SSD	SSD_in_SSDCluster
chrXIV	12207	12876	YNL334C	SNO2	-	WGD	WGD_in_SSDCluster
chrXIV	13266	14163	YNL333W	SNZ2	+	WGD	WGD_in_SSDCluster
chrXIV	14831	15854	YNL332W	THI12	+	singletons	Singletons_in_SSDCluster
chrXIV	16117	17248	YNL331C	AAD14	-	SSD	SSD_in_SSDCluster
chrXIV	18000	19302	YNL330C	RPD3	-	SSD	SSD_in_SSDCluster
chrXIV	19540	22633	YNL329C	PEX6	-	singletons	Singletons_in_SSDCluster
chrXIV	22833	23274	YNL328C	MDJ2	-	SSD	SSD_in_SSDCluster
chrXIV	24046	27172	YNL327W	EGT2	+	singletons	Singletons_in_ComplementCluster
chrXIV	27335	28346	YNL326C	PFA3	-	singletons	Singletons_in_ComplementCluster
chrXIV	28737	31377	YNL325C	FIG4	-	singletons	Singletons_in_ComplementCluster
chrXIV	31048	31444	YNL324W	YNL324W	+	singletons	Singletons_in_ComplementCluster
chrXIV	31942	33187	YNL323W	LEM3	+	singletons	Singletons_in_ComplementCluster
chrXIV	33292	34234	YNL322C	KRE1	-	singletons	Singletons_in_ComplementCluster
chrXIV	34694	37421	YNL321W	VNX1	+	SSD	SSD_in_SSDCluster
chrXIV	37698	38553	YNL320W	YNL320W	+	singletons	Singletons_in_ComplementCluster
chrXIV	38640	39081	YNL319W	YNL319W	+	singletons	Singletons_in_ComplementCluster
chrXIV	38705	40328	YNL318C	HXT14	-	singletons	Singletons_in_ComplementCluster
chrXIV	40617	42015	YNL317W	PFS2	+	singletons	Singletons_in_ComplementCluster
chrXIV	42069	43074	YNL316C	PHA2	-	singletons	Singletons_in_ComplementCluster
chrXIV	43322	44279	YNL315C	ATP11	-	singletons	Singletons_in_ComplementCluster
chrXIV	44445	45213	YNL314W	DAL82	+	singletons	Singletons_in_ComplementCluster
chrXIV	45306	48021	YNL313C	EMW1	-	singletons	Singletons_in_ComplementCluster
chrXIV	48285	49215	YNL312W	RFA2	+	singletons	Singletons_in_ComplementCluster
chrXIV	49395	51687	YNL311C	SKP2	-	singletons	Singletons_in_ComplementCluster
chrXIV	51905	52430	YNL310C	ZIM17	-	singletons	Singletons_in_ComplementCluster
chrXIV	52660	53923	YNL309W	STB1	+	WGD	WGD_in_WGDCluster
chrXIV	54120	55896	YNL308C	KRI1	-	singletons	Singletons_in_WGDCluster
chrXIV	56445	57573	YNL307C	MCK1	-	WGD	WGD_in_WGDCluster
chrXIV	58154	58808	YNL306W	MRPS18	+	singletons	Singletons_in_WGDCluster
chrXIV	58897	59791	YNL305C	BXI1	-	singletons	Singletons_in_WGDCluster
chrXIV	60296	61550	YNL304W	YPT11	+	singletons	Singletons_in_WGDCluster
chrXIV	61509	61857	YNL303W	YNL303W	+	singletons	Singletons_in_ComplementCluster
chrXIV	61957	62943	YNL302C	RPS19B	-	singletons	Singletons_in_ComplementCluster
chrXIV	63569	64562	YNL301C	RPL18B	-	WGD	WGD_in_WGDCluster
chrXIV	65743	66052	YNL300W	TOS6	+	singletons	Singletons_in_WGDCluster
chrXIV	66516	68445	YNL299W	TRF5	+	WGD	WGD_in_WGDCluster
chrXIV	68914	71443	YNL298W	CLA4	+	WGD	WGD_in_WGDCluster
chrXIV	71672	76583	YNL297C	MON2	-	singletons	Singletons_in_WGDCluster
chrXIV	76272	76587	YNL296W	YNL296W	+	singletons	Singletons_in_WGDCluster
chrXIV	76945	78520	YNL295W	YNL295W	+	singletons	Singletons_in_WGDCluster
chrXIV	78658	80260	YNL294C	RIM21	-	singletons	Singletons_in_WGDCluster
chrXIV	80639	82541	YNL293W	MSB3	+	WGD	WGD_in_WGDCluster
chrXIV	82805	84017	YNL292W	PUS4	+	singletons	Singletons_in_ComplementCluster
chrXIV	84168	85815	YNL291C	MID1	-	singletons	Singletons_in_ComplementCluster
chrXIV	86217	87240	YNL290W	RFC3	+	SSD	SSD_in_SSDCluster
chrXIV	87896	88736	YNL289W	PCL1	+	singletons	Singletons_in_SSDCluster
chrXIV	89209	89306	snR40		+	singletons	Singletons_in_ComplementCluster
chrXIV	90302	91424	YNL288W	CAF40	+	singletons	Singletons_in_SSDCluster
chrXIV	91993	94801	YNL287W	SEC21	+	SSD	SSD_in_SSDCluster
chrXIV	95222	96080	YNL286W	CUS2	+	singletons	Singletons_in_ComplementCluster
chrXIV	96172	96544	YNL285W	YNL285W	+	singletons	Singletons_in_ComplementCluster
chrXIV	98720	102232	YNL284C-B	YNL284C-B	-	singletons	Singletons_in_ComplementCluster
chrXIV	100909	102232	YNL284C-A	YNL284C-A	-	singletons	Singletons_in_ComplementCluster
chrXIV	103133	104102	YNL284C	MRPL10	-	singletons	Singletons_in_ComplementCluster
chrXIV	105183	106695	YNL283C	WSC2	-	WGD	WGD_in_WGDCluster
chrXIV	107686	108274	YNL282W	POP3	+	singletons	Singletons_in_WGDCluster
chrXIV	108466	108928	YNL281W	HCH1	+	SSD	SSD_in_WGDCluster
chrXIV	109094	110411	YNL280C	ERG24	-	SSD	SSD_in_WGDCluster
chrXIV	110916	112902	YNL279W	PRM1	+	singletons	Singletons_in_WGDCluster
chrXIV	113270	116453	YNL278W	CAF120	+	WGD	WGD_in_WGDCluster
chrXIV	116678	116867	YNL277W-A	YNL277W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	117348	118809	YNL277W	MET2	+	singletons	Singletons_in_ComplementCluster
chrXIV	118430	118826	YNL276C	YNL276C	-	singletons	Singletons_in_ComplementCluster
chrXIV	119267	120998	YNL275W	BOR1	+	singletons	Singletons_in_ComplementCluster
chrXIV	121117	122170	YNL274C	GOR1	-	singletons	Singletons_in_ComplementCluster
chrXIV	122882	126599	YNL273W	TOF1	+	singletons	Singletons_in_ComplementCluster
chrXIV	126804	129084	YNL272C	SEC2	-	singletons	Singletons_in_ComplementCluster
chrXIV	129522	135384	YNL271C	BNI1	-	SSD	SSD_in_SSDCluster
chrXIV	135940	137662	YNL270C	ALP1	-	WGD	WGD_in_SSDCluster
chrXIV	137699	138095	YNL269W	BSC4	+	singletons	Singletons_in_ComplementCluster
chrXIV	138550	140386	YNL268W	LYP1	+	singletons	Singletons_in_SSDCluster
chrXIV	140878	144079	YNL267W	PIK1	+	SSD	SSD_in_SSDCluster
chrXIV	144245	144665	YNL266W	YNL266W	+	singletons	Singletons_in_SSDCluster
chrXIV	144280	145282	YNL265C	IST1	-	singletons	Singletons_in_SSDCluster
chrXIV	145563	146616	YNL264C	PDR17	-	SSD	SSD_in_SSDCluster
chrXIV	146896	147841	YNL263C	YIF1	-	singletons	Singletons_in_ComplementCluster
chrXIV	148212	154881	YNL262W	POL2	+	singletons	Singletons_in_ComplementCluster
chrXIV	155100	156540	YNL261W	ORC5	+	singletons	Singletons_in_ComplementCluster
chrXIV	156859	157456	YNL260C	LTO1	-	singletons	Singletons_in_ComplementCluster
chrXIV	157644	157866	YNL259C	ATX1	-	singletons	Singletons_in_ComplementCluster
chrXIV	158109	160374	YNL258C	DSL1	-	singletons	Singletons_in_ComplementCluster
chrXIV	160631	164321	YNL257C	SIP3	-	WGD	WGD_in_WGDCluster
chrXIV	164623	167098	YNL256W	FOL1	+	singletons	Singletons_in_ComplementCluster
chrXIV	167329	167791	YNL255C	GIS2	-	singletons	Singletons_in_ComplementCluster
chrXIV	168043	169249	YNL254C	RTC4	-	singletons	Singletons_in_ComplementCluster
chrXIV	170018	171287	YNL253W	TEX1	+	singletons	Singletons_in_ComplementCluster
chrXIV	171441	172287	YNL252C	MRPL17	-	singletons	Singletons_in_ComplementCluster
chrXIV	172588	174316	YNL251C	NRD1	-	singletons	Singletons_in_ComplementCluster
chrXIV	175410	179349	YNL250W	RAD50	+	singletons	Singletons_in_ComplementCluster
chrXIV	179394	181023	YNL249C	MPA43	-	SSD	SSD_in_SSDCluster
chrXIV	181361	182609	YNL248C	RPA49	-	singletons	Singletons_in_ComplementCluster
chrXIV	182875	185179	YNL247W	YNL247W	+	singletons	Singletons_in_ComplementCluster
chrXIV	185460	186350	YNL246W	VPS75	+	singletons	Singletons_in_ComplementCluster
chrXIV	186346	186886	YNL245C	CWC25	-	singletons	Singletons_in_ComplementCluster
chrXIV	187170	187497	YNL244C	SUI1	-	singletons	Singletons_in_ComplementCluster
chrXIV	188051	190958	YNL243W	SLA2	+	singletons	Singletons_in_ComplementCluster
chrXIV	191324	196103	YNL242W	ATG2	+	singletons	Singletons_in_ComplementCluster
chrXIV	196426	197944	YNL241C	ZWF1	-	singletons	Singletons_in_ComplementCluster
chrXIV	198502	199978	YNL240C	NAR1	-	singletons	Singletons_in_ComplementCluster
chrXIV	200569	201934	YNL239W	YNL239W	+	singletons	Singletons_in_ComplementCluster
chrXIV	202428	204873	YNL238W	KEX2	+	singletons	Singletons_in_ComplementCluster
chrXIV	205188	206568	YNL237W	YTP1	+	SSD	SSD_in_SSDCluster
chrXIV	206930	209855	YNL236W	SIN4	+	singletons	Singletons_in_SSDCluster
chrXIV	209548	209980	YNL235C	YNL235C	-	singletons	Singletons_in_SSDCluster
chrXIV	210233	211514	YNL234W	YNL234W	+	singletons	Singletons_in_SSDCluster
chrXIV	211922	214601	YNL233W	BNI4	+	singletons	Singletons_in_SSDCluster
chrXIV	214923	215802	YNL232W	CSL4	+	singletons	Singletons_in_SSDCluster
chrXIV	215987	217043	YNL231C	PDR16	-	SSD	SSD_in_SSDCluster
chrXIV	217523	218663	YNL230C	ELA1	-	singletons	Singletons_in_ComplementCluster
chrXIV	219137	220202	YNL229C	URE2	-	singletons	Singletons_in_ComplementCluster
chrXIV	220645	221422	YNL228W	YNL228W	+	singletons	Singletons_in_ComplementCluster
chrXIV	220659	222432	YNL227C	JJJ1	-	singletons	Singletons_in_ComplementCluster
