NoPair	geneNameA	chromA	startA	endA	strandA	distTelomerA	distCentromereA	distanceARSA	Nucleosome_Neigh_geneA	geneNameB	chromB	startB	endB	strandB	distTelomerB	distCentromereB	distanceARSB	Chrom_Dist	Type	nucCor_prom	nucCor_SEQ	Jaccard_tf	dist	nameA	nameB	Distance_a_b_corrected	ACS	Ranking	Nucleosome_Neigh_geneB	PairRank	PairACS	NumA	NeighbA_ACS	NeighbA_Rank	NumB	NeighbB_ACS	NeighbB_Rank
65	YLR308W	chrXII	747938	748877	+	0.305422	0.643461	2758	-0.0111418899498329	YLR307W	chrXII	745621	746527	+	0.307601	0.64096	441	SAME	SSD	0.3059429	0.3458343	0.2307692308	1411	CDA2	CDA1	NA	1.9	18	-9.91499154677153e-06	18	1.9	90	1.08777777777778	2550.56666666667	90	1.06555555555556	2559.63333333333
416	YLR340W	chrXII	805886	806825	+	0.251675	0.706025	11618	0.0877799447647695	YKL009W	chrXI	425884	426595	+	0.359903	0.0284082	8825	DIFF	SSD	0.3443686	0.2227733	0.0588235294	NA	RPP0	MRT4	0.1509949766	2.2	325	-0.0179832158019086	325	2.2	90	1.35111111111111	1950.24444444444	90	1.61111111111111	1413.4
417	YLR348C	chrXII	826975	827872	-	0.232154	0.728794	32707	0.0364167131924289	YKL120W	chrXI	216987	217962	+	0.325584	0.501235	3601	DIFF	SSD	-0.197583	-0.1189778	0.2	NA	DIC1	OAC1	NA	2.3	1	0.00870508685468595	1	2.3	90	1.05111111111111	2399.5	110	1.07454545454545	2613.10909090909
418	YLR351C	chrXII	829487	830363	-	0.229844	0.731506	35219	0.000381025812773024	YJL126W	chrX	184497	185421	+	0.247401	0.571268	43127	DIFF	SSD	-0.01281139	-0.004157618	0.1363636364	NA	NIT3	NIT2	0.643921706	1.5	1171	0.0275601280697694	1171	1.5	90	1.21777777777778	2007.67777777778	72	1.74444444444444	801.361111111111
419	YLR362W	chrXII	849864	852018	+	0.209759	0.753506	36552	0.0279575814724818	YJL095W	chrX	247248	251685	+	0.331547	0.419782	18210	DIFF	SSD	-0.173013	-0.1418457	0.05	NA	STE11	BCK1	NA	1.4	2451	-0.0768932565339155	2451	1.4	66	1	2553.10606060606	110	1.54727272727273	1237.23636363636
420	YLR367W	chrXII	856440	857316	+	0.204845	0.760605	31254	-0.0616253228488207	YJL190C	chrX	74908	75301	-	0.100448	0.823014	6960	DIFF	SSD	-0.298444	-0.2777155	0.125	NA	RPS22B	RPS22A	0.336801093	4.5	1	0.179675421243102	1	4.5	64	0.95625	2873.578125	110	1.43636363636364	1802.85454545455
421	YLR397C	chrXII	912549	914892	-	0.151444	0.821183	4908	0.168132193094213	YDL126C	chrIV	236156	238664	-	0.154157	0.465923	15127	DIFF	SSD	0.5443108	0.4592427	0.0555555556	NA	AFG2	CDC48	0.6774835424	0.8	4334	0.115999360751258	4334	0.8	90	1.24888888888889	2144.36666666667	110	1.09090909090909	2647.05454545455
422	YLR426W	chrXII	987058	988110	+	0.0835347	0.901627	19073	0.0818614717368685	YDL114W	chrIV	255603	256530	+	0.166852	0.426293	0	DIFF	SSD	-0.1573206	-0.1755309	0.1	NA	TDA5	YDL114W	NA	0.6	5126	0.0772676223730236	5126	0.6	110	1.21636363636364	1996.35454545455	90	1.12222222222222	2530.36666666667
1041	YLR433C	chrXII	1004343	1006005	-	0.0669372	0.920289	1178	0.160167535631451	YML057W	chrXIII	160179	161994	+	0.173273	0.39026	21800	DIFF	WGD	-0.1762322	-0.09578347	0	NA	CNA1	CMP2	0.1597551	1.3	1745	0.0217177567308893	1745	1.3	90	1.17333333333333	2242.56666666667	72	1.23333333333333	2202.73611111111
1042	YLR437C	chrXII	1011618	1012020	-	0.0613583	0.928143	1772	-0.0158299460476267	YML058W	chrXIII	159382	159697	+	0.172411	0.398794	21835	DIFF	WGD	-0.1336306	-0.1030192	0.1818182	NA	DIF1	SML1	0.0700524	1.6	104	0.0243244390994522	104	1.6	90	1.22	2321.17777777778	89	1.26629213483146	2092.31460674157
423	YLR438W	chrXII	1012497	1013772	+	0.0597333	0.929092	20	0.103394958893866	YOL140W	chrXV	58758	60030	+	0.0538427	0.810355	12608	DIFF	SSD	0.05521233	0.04347312	0.1666666667	NA	CAR2	ARG8	0.2380411741	0.9	4158	-0.102581784142778	4158	0.9	90	1.18222222222222	2419.52222222222	110	1.57272727272727	1362.7
1043	YLR441C	chrXII	1018137	1018905	-	0.0549725	0.935181	4119	-0.0458417491082479	YML063W	chrXIII	146481	147249	+	0.158456	0.445043	8934	DIFF	WGD	0.04087596	0.2617851	0.2333333	NA	RPS1A	RPS1B	0.158423	5.5	1	0.20588187853053	1	5.5	90	0.986666666666667	2646.91111111111	110	1.39545454545455	1610.78181818182
1044	YLR442C	chrXII	1019311	1022248	-	0.0518719	0.936449	1722	0.270135232353546	YML065W	chrXIII	142209	144954	+	0.153834	0.45357	4662	DIFF	WGD	0.7441015	0.5611063	0.16	NA	SIR3	ORC1	0.4223668	1.8	13	0.178865520355074	13	1.8	110	1.02909090909091	2603.11818181818	110	1.52545454545455	1393.65454545455
1045	YLR448W	chrXII	1028849	1029764	+	0.0449009	0.946746	4641	0.0297077124328246	YML073C	chrXIII	123226	124172	-	0.1333	0.530784	13128	DIFF	WGD	0.6087894	0.3917276	0.07407407	NA	RPL6B	RPL6A	0.03392874	5.5	1	0.0697673738639168	1	5.5	110	1.15636363636364	2164.18181818182	110	1.51636363636364	1514.9
1046	YLR449W	chrXII	1030829	1032008	+	0.0428196	0.948884	6621	0.00663277786695951	YML074C	chrXIII	120088	121324	-	0.129905	0.541366	15976	DIFF	WGD	NA	-0.04222003	0.3684211	NA	FPR4	FPR3	0.3128007	3.3	129	0.202063772599163	129	3.3	110	1.09090909090909	2493.72727272727	110	1.42909090909091	1695.52727272727
1047	YLR450W	chrXII	1032623	1035761	+	0.0393387	0.950821	8415	-0.0718259937416577	YML075C	chrXIII	115733	118898	-	0.125194	0.550379	18402	DIFF	WGD	-0.02916059	0.02583073	0.2608696	NA	HMG2	HMG1	0.007308469	1.9	41	0.0207145442589005	41	1.9	110	1.1	2614.75454545455	110	1.39636363636364	1858.59090909091
1048	YLR456W	chrXII	1055067	1055682	+	0.0208621	0.975053	11817	-0.0356550167408093	YPR172W	chrXVI	885791	886394	+	0.0650464	0.840737	4688	DIFF	WGD	0.2182179	0.0952265	0.125	NA	YLR456W	YPR172W	0.3645979	0.9	571	0.352998405178519	571	0.9	110	0.989090909090909	2404.10909090909	56	0.9	2727.35714285714
1049	YLR457C	chrXII	1055809	1056769	-	0.0198539	0.975854	10730	0.104691761194869	YPR174C	chrXVI	888038	888704	-	0.0626098	0.846484	6935	DIFF	WGD	-0.2896825	-0.1155615	0.25	NA	NBP1	YPR174C	0.03991051	1	4115	0.480221627665381	4115	1	110	0.909090909090909	2544.59090909091	72	1.15277777777778	1972.76388888889
424	YLR460C	chrXII	1059754	1060885	-	0.0160364	0.980113	6614	0.0332055092757219	YCR102C	chrIII	304357	305464	-	0.0352255	0.939045	9327	DIFF	SSD	-0.1733134	-0.147442	0.5882352941	NA	YLR460C	YCR102C	NA	2.4	1	0.104468669419669	1	2.4	110	0.889090909090909	2514.61818181818	103	1.02718446601942	1358.4854368932
427	YLR467W	chrXII	1072505	1077896	+	0.000258771	0.993879	0	0.0385348507220712	YOR396W	chrXV	1085470	1090861	+	0.000392197	0.992381	0	DIFF	SSD	-0.01403587	-0.1239812	0	NA	YRF1-5	YRF1-8	NA	4.4	3	0.042083913557407	3	4.4	0	NA	NA	0	NA	NA
1050	YML007W	chrXIII	253847	255800	+	0.274599	0.0417315	7263	-0.044389925586453	YDR423C	chrIV	1318038	1319268	-	0.138813	0.802164	11734	DIFF	WGD	-0.1653954	-0.2850323	0.125	NA	YAP1	CAD1	NA	1.7	829	0.179515101303686	829	1.7	100	0.964	2820.7	110	1.31636363636364	2035.13636363636
431	YML046W	chrXIII	181473	183363	+	0.196308	0.310865	431	0.0830053986478428	YDR235W	chrIV	933500	935135	+	0.389566	0.446472	11565	DIFF	SSD	0.2396593	0.1322128	0.1363636364	NA	PRP39	PRP42	0.087097251	1.6	845	0.202115139754212	845	1.6	72	1.16111111111111	2310.34722222222	110	1.2	2297.47272727273
1051	YML056C	chrXIII	162193	164176	-	0.175452	0.382153	19618	0.0472897954475183	YLR432W	chrXII	1002553	1004125	+	0.0686809	0.918356	3058	DIFF	WGD	NA	-0.06693161	0.1304348	NA	IMD4	IMD3	0.07899554	4.5	1	0.0149100939032841	1	4.5	72	1.07777777777778	2622	110	1.19454545454545	2188.34545454545
432	YML061C	chrXIII	148952	151532	-	0.161129	0.42913	11405	-0.0637249533289503	YHR031C	chrVIII	170791	172963	-	0.303551	0.140565	2017	DIFF	SSD	0.2724185	0.046676	0.1363636364	NA	PIF1	RRM3	0.127149748	1.8	205	0.0496478002247632	205	1.8	109	1.28532110091743	1920	54	1.22592592592593	1826.53703703704
433	YML067C	chrXIII	139062	140214	-	0.15043	0.471181	1515	0.20729173492128	YAL042W	chrI	61316	62564	+	0.26635	0.576097	7694	DIFF	SSD	-0.08027878	0.03719197	0.1333333333	NA	ERV41	ERV46	0.1894682019	1.6	737	-0.0688329318452743	737	1.6	110	1.46727272727273	1498.90909090909	82	1.20853658536585	1664.60975609756
434	YML078W	chrXIII	111001	111550	+	0.120075	0.57768	16539	0.0983333989237672	YDR155C	chrIV	768509	768998	-	0.498017	0.293858	15114	DIFF	SSD	0.09656091	0.06160047	0.0454545455	NA	CPR3	CPR1	0.5785272654	2.1	146	0.00453865808649601	146	2.1	110	1.20181818181818	2320.94545454545	104	1.21442307692308	2003.69230769231
435	YML080W	chrXIII	108805	110077	+	0.1177	0.583153	14343	-0.043964990050905	YLR405W	chrXII	929787	930891	+	0.136605	0.839794	0	DIFF	SSD	-0.04895105	0.00416374	0.0714285714	NA	DUS1	DUS4	0.2193279423	2.9	217	0.0646949427930599	217	2.9	110	0.894545454545455	3203.86363636364	90	1.15111111111111	2565.31111111111
583	YML100W	chrXIII	70623	73920	+	0.0763963	0.717491	20297	-0.0775676518566843	YMR261C	chrXIII	790203	793368	-	0.141775	0.795164	11748	SAME	WGD	0.588235755	0.5079035	0.3461538462	716283	TSL1	TPS3	NA	1.8	33	0.0151809716488962	33	1.8	75	1.028	2481.78666666667	110	1.08181818181818	2493.18181818182
584	YML106W	chrXIII	56772	57453	+	0.061413	0.778673	16586	-0.0612704667416399	YMR271C	chrXIII	806863	807547	-	0.126437	0.820588	1527	SAME	WGD	0.042238705	0.03212463	0.125	749410	URA5	URA10	0.7472736231	0.8	4600	0.0347302116203592	4600	0.8	90	1.44	1483.34444444444	72	1.34722222222222	1926.83333333333
585	YML109W	chrXIII	51639	54468	+	0.0558604	0.789763	11453	0.228351866526045	YMR273C	chrXIII	811231	813979	-	0.119479	0.827254	1362	SAME	WGD	0.073749613	0.111021	0.1333333333	756763	ZDS2	ZDS1	0.1214118735	1.6	446	0.023314080041179	446	1.6	110	1.45272727272727	1461.77272727273	72	1.38888888888889	1831.625
586	YML111W	chrXIII	46941	49704	+	0.0507784	0.807464	6755	0.0476296955686393	YMR275C	chrXIII	815649	818580	-	0.114502	0.833996	84	SAME	WGD	0.043187127	0.01723626	0.2105263158	765945	BUL2	BUL1	0.1847710165	1.6	358	0.162374886344133	358	1.6	110	1.41272727272727	1555.34545454545	72	1.25277777777778	2047.47222222222
436	YML115C	chrXIII	40186	41794	-	0.0434712	0.836852	0	0.252903647850164	YEL036C	chrV	83049	84552	-	0.143965	0.433927	9426	DIFF	SSD	-0.006722775	-0.01982438	0.1538461538	NA	VAN1	ANP1	0.2747465737	1.6	815	0.0718436425219041	815	1.6	110	1.30909090909091	2052.54545454545	90	1.41111111111111	1700.64444444444
587	YML116W	chrXIII	38195	39824	+	0.0413174	0.844172	0	-0.0230568106375552	YMR279C	chrXIII	824727	826350	-	0.106097	0.84785	9162	SAME	WGD	-0.276955855	-0.1646523	0.2142857143	784903	ATR1	YMR279C	0.0424283497	0.5	5788	0.179384561774486	5788	0.5	110	1.31272727272727	2128.20909090909	110	1.27272727272727	2058.96363636364
588	YML118W	chrXIII	32333	33851	+	0.0349762	0.866364	399	-0.0265720944667908	YMR285C	chrXIII	840142	841690	-	0.0895028	0.871374	2216	SAME	WGD	0.042238705	-0.03532646	0.1304347826	806291	NGL3	NGL2	0.2791918345	1.1	2637	0.176341354984324	2637	1.1	110	1.16181818181818	2484.73636363636	102	1.49117647058824	1251.67647058824
437	YML123C	chrXIII	24037	25801	-	0.026002	0.896273	5887	0.0948351764055841	YCR098C	chrIII	297045	298602	-	0.0568984	0.902688	2015	DIFF	SSD	0.3084463	0.3134514	0.1764705882	NA	PHO84	GIT1	NA	1.9	102	-0.00363933929451418	102	1.9	110	1.24909090909091	2371.04545454545	88	0.980681818181818	1859.04545454545
589	YML124C	chrXIII	22048	23684	-	0.0238504	0.904139	8004	0.125354762781654	YML085C	chrXIII	97940	99400	-	0.105946	0.622822	3478	SAME	WGD	-0.120994379	0.01941633	0.05	74256	TUB3	TUB1	0.3045322963	2.8	1	0.071572917788327	1	2.8	110	1.27636363636364	2235.31818181818	110	0.749090909090909	3113.96363636364
590	YML125C	chrXIII	20761	21700	-	0.0224582	0.91151	9988	-0.052556639588425	YML087C	chrXIII	94430	95369	-	0.10215	0.637799	0	SAME	WGD	NA	-0.07387729	0.1290322581	72730	PGA3	AIM33	0.5243657461	0.6	5344	0.189854821877392	5344	0.6	110	1.39454545454545	1896.31818181818	110	0.876363636363636	2740.31818181818
438	YML133C	chrXIII	460	4684	-	0.000497604	0.974731	27004	-0.0338750428041126	YLL066C	chrXII	6119	9836	-	0.00567533	0.921328	20373	DIFF	SSD	0.3448282	0.2703103	0	NA	YML133C	YLL066C	NA	3.6	1	-0.0124742937552661	1	3.6	0	NA	NA	0	NA	NA
66	YMR006C	chrXIII	277560	279681	-	0.30025	0.0128373	7102	0.0389372110776119	YMR008C	chrXIII	280589	282584	-	0.303527	0.0174597	4199	SAME	SSD	-0.2963745	-0.1890358	0.1739130435	908	PLB2	PLB1	NA	1.5	1466	0.0732205648669043	1466	1.5	90	1.15555555555556	2305.96666666667	110	1.11818181818182	2498.63636363636
1052	YMR008C	chrXIII	280589	282584	-	0.303527	0.0174597	4199	0.0732205648669043	YOL011W	chrXV	305349	307410	+	0.279806	0.055462	1950	DIFF	WGD	0.1094487	0.008208079	0.1764706	NA	PLB1	PLB3	0.1059438	1.7	424	-0.101526306079701	424	1.7	110	1.11818181818182	2498.63636363636	98	1.13775510204082	2295.94897959184
439	YMR011W	chrXIII	288077	289703	+	0.311627	0.0288869	1011	0.0457701595261378	YFL011W	chrVI	112338	113979	+	0.415839	0.224104	4653	DIFF	SSD	0.04318713	0.01747141	0.125	NA	HXT2	HXT10	NA	1.6	425	-0.135400557156661	425	1.6	56	1.15	2217.85714285714	98	1.00816326530612	2655.83673469388
440	YMR015C	chrXIII	300867	302484	-	0.325463	0.0484053	13801	-0.00999187380444916	YHR007C	chrVIII	120085	121678	-	0.21343	0.0293525	3670	DIFF	SSD	-0.1506631	-0.07402261	0.3103448276	NA	ERG5	ERG11	0.0330705549	3.1	1	0.0439340828666874	1	3.1	42	1.30952380952381	1735.40476190476	90	1.19777777777778	2368.58888888889
67	YMR035W	chrXIII	341140	341674	+	0.369028	0.109864	29303	0.193572282237177	YMR150C	chrXIII	561954	562527	-	0.391487	0.446841	7625	SAME	SSD	0.1710473	0.1826617	0	220280	IMP2	IMP1	0.1786506972	1.5	1115	0.171530806917425	1115	1.5	86	1.19302325581395	2021.95348837209	110	1.12181818181818	2318.15454545455
68	YMR043W	chrXIII	353869	354730	+	0.382797	0.12929	16247	0.0690115607816293	YMR042W	chrXIII	352601	353135	+	0.381426	0.127355	17842	SAME	SSD	NA	0.009700968	0.1153846154	734	MCM1	ARG80	NA	1.5	565	0.0914934974503368	565	1.5	64	1.321875	1547.125	64	1.346875	1388.84375
444	YMR078C	chrXIII	422501	424727	-	0.45704	0.234027	43451	0.166284325033218	YOR217W	chrXV	749301	751887	+	0.31101	0.552131	14732	DIFF	SSD	0.2365883	0.09346507	0.1363636364	NA	CTF18	RFC1	NA	1.8	227	0.180192757364843	227	1.8	110	1.04181818181818	2766.5	110	1.13272727272727	2578.87272727273
445	YMR080C	chrXIII	426710	429626	-	0.461593	0.24045	38552	-0.00676364226347819	YER176W	chrV	541684	545050	+	0.0551581	0.916973	4511	DIFF	SSD	-0.02916059	-0.04682929	0.15	NA	NAM7	ECM32	0.6729210391	1.5	1320	-0.0386023669005425	1320	1.5	110	0.94	2989.1	72	1.25277777777778	2050.77777777778
446	YMR088C	chrXIII	443412	445101	-	0.47966	0.265938	23077	0.0296456692899668	YBR293W	chrII	787000	788425	+	0.0304398	0.954384	29338	DIFF	SSD	0.02227177	0.02033269	0.2173913043	NA	VBA1	VBA2	NA	1.6	641	0.000176296790003629	641	1.6	110	0.963636363636364	2538.56363636364	88	1.39659090909091	1582.875
447	YMR091C	chrXIII	450056	451364	-	0.486848	0.276077	16814	-0.0254391821475717	YFL049W	chrVI	36802	38674	+	0.136229	0.727389	3556	DIFF	SSD	-0.1497554	-0.1339476	0.0909090909	NA	NPL6	SWP82	0.0862578968	1.4	2107	0.243224281633925	2107	1.4	110	1.15454545454545	2711.28181818182	110	1.11818181818182	2325.64545454545
448	YMR101C	chrXIII	468443	469475	-	0.492146	0.304137	0	0.0630433373390341	YBR002C	chrII	241709	242570	-	0.29724	0.00415959	43235	DIFF	SSD	-0.08235864	-0.08065375	0.25	NA	SRT1	RER2	0.5231167033	0.9	4235	-0.0150184898573435	4235	0.9	90	1.21777777777778	2022.43333333333	110	1.52	1756.79090909091
449	YMR108W	chrXIII	484082	486146	+	0.474112	0.328003	5783	0.0306291600400015	YEL020C	chrV	118616	120299	-	0.20562	0.200445	24399	DIFF	SSD	-0.2263346	0.04583492	0.32	NA	ILV2	YEL020C	0.4696698989	0.7	5163	0.00057923419279938	5163	0.7	90	1.43555555555556	1921.67777777778	56	1.125	2326.19642857143
1053	YMR119W	chrXIII	505331	507206	+	0.45133	0.360431	1562	-0.0254735624427251	YNL008C	chrXIV	616212	618222	-	0.211787	0.0151411	0	DIFF	WGD	-0.3504383	-0.1833397	0.1428571	NA	ASI1	ASI3	0.2218826	1.8	341	0.142614595981437	341	1.8	84	0.89047619047619	3191.9880952381	110	1.30363636363636	1858.98181818182
450	YMR167W	chrXIII	594884	597194	+	0.353986	0.497094	14080	0.0569165401340549	YNL082W	chrXIV	473392	476014	+	0.393098	0.240913	22978	DIFF	SSD	0.06675016	0.111021	0.0869565217	NA	MLH1	PMS1	NA	1.2	2380	0.000138830767194973	2380	1.2	110	1.43818181818182	1202.7	110	1.38363636363636	1751.42727272727
69	YMR169C	chrXIII	599350	600871	-	0.350008	0.50391	10403	-0.107584735430694	YMR170C	chrXIII	601560	603081	-	0.347618	0.507282	8193	SAME	SSD	0.06439168	0.01500969	0.0689655172	689	ALD3	ALD2	NA	3.9	8	-0.011776174304687	8	3.9	110	1.35090909090909	1728.80909090909	110	1.25636363636364	2086.97272727273
1054	YMR175W	chrXIII	611014	611254	+	0.338777	0.52171	20	0.0340200391687333	YPL223C	chrXVI	128630	129137	-	0.135677	0.76439	11866	DIFF	WGD	-0.1344911	-0.1508565	0.3333333	NA	SIP18	GRE1	0.9370938	4.1	2	-0.0389633349220238	2	4.1	90	1.16888888888889	2546.92222222222	90	1.36888888888889	2188.6
1055	YMR177W	chrXIII	616564	618097	+	0.331374	0.530179	5077	0.0172347539951285	YPL224C	chrXVI	126737	128087	-	0.13368	0.766275	9973	DIFF	WGD	-0.01281139	0.008519977	0.2142857	NA	MMT1	MMT2	0.2163522	1.2	3038	0.0044549246383869	3038	1.2	90	1.22222222222222	2201.14444444444	90	1.24444444444444	2450.43333333333
1056	YMR180C	chrXIII	622249	623212	-	0.325841	0.538855	10762	0.0197724011290482	YPL228W	chrXVI	118381	120031	+	0.124866	0.780736	1617	DIFF	WGD	-0.2452557	-0.1155615	0.16	NA	CTL1	CET1	0.3923084	1.3	2218	0.00560641737319819	2218	1.3	56	1.13214285714286	2447.23214285714	110	1.22909090909091	2325.55454545455
1057	YMR181C	chrXIII	623614	624079	-	0.324903	0.540938	10401	0.0105867489338354	YPL229W	chrXVI	117066	117687	+	0.123479	0.784944	302	DIFF	WGD	-0.1904762	-0.1450389	0.07692308	NA	YMR181C	YPL229W	0.06743609	1.5	266	0.120821787627615	266	1.5	72	1.20555555555556	2242.25	110	1.25272727272727	2135.69090909091
1058	YMR182C	chrXIII	624530	625166	-	0.323727	0.542336	9314	-0.0909659305644458	YPL230W	chrXVI	115311	116487	+	0.121628	0.787098	19	DIFF	WGD	0.329416	0.1655662	0.1923077	NA	RGM1	USV1	0.1893297	1.3	1001	-0.0622045789822184	1001	1.3	72	1.15	2326.31944444444	110	1.28181818181818	2111.70909090909
1059	YMR183C	chrXIII	626919	627807	-	0.320871	0.545982	6673	0.0069591144566827	YPL232W	chrXVI	107274	108147	+	0.113151	0.802069	8359	DIFF	WGD	-0.2075143	-0.1298227	0.1142857	NA	SSO2	SSO1	0.1038024	1.7	497	0.00747036220883979	497	1.7	72	1.10277777777778	2497.47222222222	110	1.34909090909091	1938.78181818182
1060	YMR186W	chrXIII	632353	634471	+	0.313662	0.554275	9	0.0920631691385679	YPL240C	chrXVI	96495	98625	-	0.101781	0.819162	17881	DIFF	WGD	-0.1747921	-0.02652404	0.2608696	NA	HSC82	HSP82	0.3745879	4.3	1	0.0485539796012915	1	4.3	72	1.175	2269.95833333333	110	1.46909090909091	1698.40909090909
1061	YMR192W	chrXIII	647116	649279	+	0.297643	0.576804	29	0.048086225838136	YPL249C	chrXVI	76668	79353	-	0.0808681	0.853757	3386	DIFF	WGD	0.6881497	0.4529613	0	NA	GYL1	GYP5	0.01918422	1.3	783	0.254065130893334	783	1.3	80	1.04	2515.0625	90	1.08222222222222	2686.46666666667
1062	YMR194W	chrXIII	651143	651909	+	0.294798	0.582949	1593	-0.0332510717612127	YPL249C-A	chrXVI	75698	76239	-	0.079845	0.859347	2416	DIFF	WGD	-0.07537784	-0.1042427	0.2	NA	RPL36A	RPL36B	NA	3.8	88	-0.0203785480073116	88	3.8	78	0.833333333333333	2846.16666666667	90	1.1	2713.05555555556
1063	YMR198W	chrXIII	659743	661528	+	0.284393	0.596073	10193	-0.0100651151986154	YPL253C	chrXVI	71062	73006	-	0.074955	0.865151	33	DIFF	WGD	0.1242669	0.0571662	0.1666667	NA	CIK1	VIK1	0.007360031	2.1	8	0.128474541711971	8	2.1	77	1.08571428571429	2103.92207792208	72	1.23611111111111	2331.51388888889
1064	YMR199W	chrXIII	662642	664283	+	0.281413	0.600497	13092	0.0587443204615639	YPL256C	chrXVI	64976	66614	-	0.0685356	0.876625	6425	DIFF	WGD	0.5187514	0.1257922	0.1538462	NA	CLN1	CLN2	0.304778	3.2	2	-0.0576481976558921	2	3.2	85	1.20235294117647	2192.22352941176	72	1.29166666666667	1989.875
451	YMR205C	chrXIII	671885	674765	-	0.270074	0.614603	22335	0.279412019181245	YGR240C	chrVII	970775	973739	-	0.107437	0.79732	3994	DIFF	SSD	0.04510067	0.05392125	0.3636363636	NA	PFK2	PFK1	0.0066344043	4.2	1	0.0387078450236207	1	4.2	90	1.11333333333333	2652.06666666667	90	1.18	2263.18888888889
1065	YMR206W	chrXIII	675894	676836	+	0.267833	0.620721	26344	0.0130987658878235	YNR014W	chrXIV	652467	653106	+	0.167311	0.146272	16562	DIFF	WGD	0.4974853	0.2962605	0.1304348	NA	YMR206W	YNR014W	0.3676607	1.4	64	-0.00714718903723129	64	1.4	90	1.11777777777778	2563.15555555556	108	1.26759259259259	2097.9537037037
1066	YMR207C	chrXIII	677191	683563	-	0.260557	0.6227	27641	-0.00624593790295754	YNR016C	chrXIV	654675	661377	-	0.156766	0.160567	18770	DIFF	WGD	-0.197583	-0.1241632	0.2	NA	HFA1	ACC1	0.7863445	1.6	317	0.0298897317239289	317	1.6	110	1.17818181818182	2407.9	107	1.21869158878505	2172.04672897196
452	YMR213W	chrXIII	693379	695152	+	0.24802	0.647404	43829	0.383414248900186	YKR099W	chrXI	635488	637924	+	0.0428087	0.862505	4441	DIFF	SSD	-0.1873172	-0.1189778	0.2307692308	NA	CEF1	BAS1	0.2018667	1.9	54	0.0958579862735398	54	1.9	110	1.39272727272727	1675.5	93	1.60322580645161	1796.69892473118
453	YMR215W	chrXIII	696794	698369	+	0.24454	0.652616	47244	-0.0580718044650893	YOL132W	chrXV	71299	72715	+	0.0653347	0.771646	0	DIFF	SSD	NA	-0.07586929	0.1785714286	NA	GAS3	GAS4	NA	0.9	4359	0.268299658724987	4359	0.9	110	1.47272727272727	1467.09090909091	110	1.19090909090909	2286.32727272727
1067	YMR222C	chrXIII	715636	716308	-	0.225135	0.68137	41915	0.275419852415048	YOR280C	chrXV	844990	845791	-	0.224961	0.677446	28402	DIFF	WGD	0.5290433	0.2387826	0.1428571	NA	FSH2	FSH3	NA	1.5	343	0.204165129531532	343	1.5	110	1.23636363636364	2021.23636363636	72	1.12222222222222	2136.65277777778
454	YMR226C	chrXIII	721591	722395	-	0.21855	0.690458	35828	0.323855274178666	YIL124W	chrIX	126203	127097	+	0.2869	0.637803	8998	DIFF	SSD	0.3590246	0.2003249	0.1764705882	NA	YMR226C	AYR1	0.3155302571	1.4	41	0.0626056507850967	41	1.4	90	1.20222222222222	2135.1	110	1.38545454545455	1673.06363636364
1068	YMR230W	chrXIII	732412	733140	+	0.206927	0.706971	25083	0.149662532736759	YOR293W	chrXV	867096	867851	+	0.204747	0.706396	6342	DIFF	WGD	-0.1102636	-0.1036698	0.2307692	NA	RPS10B	RPS10A	0.1925014	5.4	1	0.0509527499035234	1	5.4	90	1.32	1871.97777777778	90	1.11222222222222	2775.46666666667
1069	YMR233W	chrXIII	739183	739864	+	0.199653	0.717304	18359	-0.00676411071676413	YOR295W	chrXV	869206	869893	+	0.202876	0.70916	4300	DIFF	WGD	0.3131067	-0.02549079	0	NA	TRI1	UAF30	0.263806	2.1	24	-0.0288956095033602	24	2.1	90	1.5	1568.92222222222	90	1.15333333333333	2741.97777777778
1070	YMR237W	chrXIII	743747	745922	+	0.1931	0.724269	12301	0.0838161261195625	YOR299W	chrXV	878432	880673	+	0.192997	0.721242	3997	DIFF	WGD	0.6237783	0.460975	0.3043478	NA	BCH1	BUD7	0.5302805	1.9	153	0.0461806107307725	153	1.9	110	1.58727272727273	1395.62727272727	110	1.16363636363636	2191.07272727273
1071	YMR242C	chrXIII	753223	754219	-	0.184124	0.73873	4004	-0.0579770157935976	YOR312C	chrXV	900246	901191	-	0.174196	0.74981	7102	DIFF	WGD	0.1841492	0.04202985	0.1666667	NA	RPL20A	RPL20B	NA	5	4	-0.0270591594955124	4	5	90	1.16444444444444	2569.08888888889	90	1.41333333333333	1817.84444444444
1072	YMR243C	chrXIII	754836	756165	-	0.182019	0.741192	2058	-0.0058784567115199	YOR316C	chrXV	906232	907552	-	0.168367	0.757649	741	DIFF	WGD	0.1407684	0.06768249	0.1851852	NA	ZRC1	COT1	0.3421064	1.5	1686	-0.0366224764707013	1686	1.5	72	1.25555555555556	2374.59722222222	72	1.19722222222222	2208.30555555556
1073	YMR246W	chrXIII	759805	761890	+	0.175826	0.748775	1336	0.0199506647549142	YIL009W	chrIX	339340	341425	+	0.223831	0.0370152	429	DIFF	SSD	0.02365303	-0.003441782	0.2272727	NA	FAA4	FAA1	0.1760496	2.4	97	0.0973282543982247	97	2.4	56	0.960714285714286	2874.60714285714	110	1.34545454545455	1679.2
