chrom	start	end	Gene	TFNo	TFs	geneType	geneClusterType
chrXV	738020	738420	YOR210W	15	SPT23,DAL80,SWI5,ADR1,SUM1,SWI5,ABF1,PHO4,UME1,BAS1,DIG1,STE12,TEC1,MET31,MET32	singletons	Singletons_in_ComplementCluster
chrXV	741470	741870	YOR211C	8	HSF1,TEC1,SWI6,SWI4,STB1,MOT3,FKH1,ABF1	singletons	Singletons_in_ComplementCluster
chrXV	742610	743010	YOR212W	23	DIG1,STE12,TEC1,INO4,TYE7,DIG1,STE12,GLN3,DAL82,GZF3,GAT1,DAL80,YHP1,FKH1,MSN4,HAP2,HAP3,HAP5,UME1,TEC1,ASH1,HAP4,MOT3	singletons	Singletons_in_ComplementCluster
chrXV	745182	745582	YOR213C	24	ADR1,GCN4,BAS1,ASH1,FKH1,SOK2,RCS1,AFT2,REB1,RAP1,FHL1,SFP1,SIG1,SPT23,ABF1,MBP1,SUM1,SKO1,YHP1,HAP4,HAP2,HAP3,HAP5,CIN5	WGD	WGD_in_WGDCluster
chrXV	746204	746604	YOR214C	13	TEC1,UME1,TEC1,SWI4,PHD1,SWI5,ACE2,DAL80,FKH1,SUM1,SIG1,AZF1,SPT23	WGD	WGD_in_WGDCluster
chrXV	747183	747583	YOR215C	17	DAL80,STE12,DIG1,SPT23,GCN4,SUT1,ADR1,HAP1,INO2,PHD1,YDR026c,REB1,DAL80,HAP2,HAP3,HAP5,AFT2	singletons	Singletons_in_ComplementCluster
chrXV	748880	749280	YOR216C	24	STE12,DIG1,INO2,FKH1,HAP4,HSF1,FKH1,FKH2,STE12,SPT23,STB4,SWI4,SPT23,DIG1,SPT23,INO4,MET31,MET32,SFP1,HAP2,HAP3,HAP5,SPT23,HSF1	singletons	Singletons_in_ComplementCluster
chrXV	749001	749401	YOR217W	24	STE12,DIG1,INO2,FKH1,HAP4,HSF1,FKH1,FKH2,STE12,SPT23,STB4,SWI4,SPT23,DIG1,SPT23,INO4,MET31,MET32,SFP1,HAP2,HAP3,HAP5,SPT23,HSF1	SSD	SSD_in_SSDCluster
chrXV	751796	752196	YOR218C	13	SPT23,MET31,MET32,DAL80,FKH1,MOT3,MOT3,TEC1,YAP7,CAD1,MBP1,AFT2,DAL80	singletons	Singletons_in_SSDCluster
chrXV	754910	755310	YOR219C	23	RCS1,AFT2,YAP7,SWI5,FKH1,MOT3,SPT2,SUM1,ABF1,BAS1,MOT3,FKH1,DIG1,STE12,HAP4,RDS1,UME6,AFT2,SKN7,PHD1,MOT3,SPT23,SUM1	SSD	SSD_in_SSDCluster
chrXV	755028	755428	YOR220W	23	RCS1,AFT2,YAP7,SWI5,FKH1,MOT3,SPT2,SUM1,ABF1,BAS1,MOT3,FKH1,DIG1,STE12,HAP4,RDS1,UME6,AFT2,SKN7,PHD1,MOT3,SPT23,SUM1	singletons	Singletons_in_ComplementCluster
chrXV	757459	757859	YOR221C	1	FKH1	singletons	Singletons_in_ComplementCluster
chrXV	758030	758430	YOR222W	20	INO2,SPT23,TEC1,MOT3,AZF1,DIG1,SWI4,MOT3,YAP7,GCN4,BAS1,SOK2,MBP1,ABF1,STB4,INO2,SPT23,DIG1,SOK2,ASH1	WGD	WGD_in_WGDCluster
chrXV	759430	759830	snR35	3	HAP4,MOT3,DAL80	singletons	Singletons_in_ComplementCluster
chrXV	759482	759882	YOR223W	3	HAP4,MOT3,DAL80	singletons	Singletons_in_WGDCluster
chrXV	761092	761492	YOR225W	13	SOK2,MET31,MET32,YOX1,DIG1,SPT23,SWI6,THI2,SPT23,DIG1,RLR1,SPT23,UME1	singletons	Singletons_in_WGDCluster
chrXV	761166	761566	YOR224C	13	SOK2,MET31,MET32,YOX1,DIG1,SPT23,SWI6,THI2,SPT23,DIG1,RLR1,SPT23,UME1	singletons	Singletons_in_WGDCluster
chrXV	761985	762385	YOR226C	31	DIG1,STE12,INO2,SOK2,PHD1,SKN7,AFT2,RDS1,PHD1,INO2,PHO4,AFT2,CAD1,YAP7,NDD1,MCM1,STB1,SWI4,SWI6,PDR1,LEU3,DIG1,STE12,ROX1,BAS1,GCN4,SOK2,AFT2,FKH2,FKH1,SOK2	WGD	WGD_in_WGDCluster
chrXV	762525	762925	YOR227W	19	RPH1,MSN4,PHD1,ASH1,BAS1,GCN4,RCS1,INO2,CIN5,RLR1,TEC1,ADR1,ASH1,GCN4,NRG1,RLR1,TEC1,HAP4,SPT2	WGD	WGD_in_WGDCluster
chrXV	767678	768078	YOR228C	17	MET31,MET32,YAP7,NRG1,YAP7,HAP3,HAP2,HAP5,YHP1,PHO4,MCM1,RGT1,TEC1,HSF1,ASH1,ADR1,RGT1	singletons	Singletons_in_WGDCluster
chrXV	768109	768509	YOR229W	32	NDD1,ADR1,OPI1,RGT1,INO2,BAS1,HAP2,HAP3,HAP5,TEC1,HSF1,DAL82,REB1,NDD1,MCM1,REB1,SPT23,SPT23,ROX1,FKH1,DIG1,AZF1,SPT23,MOT3,YHP1,YAP7,CAD1,SKO1,STE12,YHP1,SNT2,AFT2	SSD	SSD_in_WGDCluster
chrXV	770500	770900	YOR230W	26	OPI1,DAL80,FKH2,MOT3,SOK2,MSN4,RPH1,AZF1,DIG1,ADR1,CIN5,GAT1,GLN3,DAL80,GZF3,DAL82,SPT23,YAP7,CAD1,HAP5,HAP2,HAP3,TEC1,DIG1,DIG1,STE12	SSD	SSD_in_WGDCluster
chrXV	772301	772701	YOR231W	19	DIG1,INO2,PHD1,SWI5,PDR1,HAP4,ABF1,YHP1,DIG1,STB4,DAL80,AFT2,YOX1,SOK2,SPT23,DIG1,SPT23,DIG1,STE12	WGD	WGD_in_WGDCluster
chrXV	774273	774673	YOR232W	16	YAP1,SWI5,SOK2,ABF1,STE12,DIG1,ADR1,SOK2,PHD1,DIG1,ROX1,INO2,INO4,FKH2,FKH1,PHO4	singletons	Singletons_in_WGDCluster
chrXV	775546	775946	YOR233W	17	FKH2,FKH1,STE12,DIG1,ABF1,PHO4,DAL80,FKH2,FKH1,FKH1,FKH1,DIG1,STE12,SPT23,SWI5,INO4,MOT3	WGD	WGD_in_WGDCluster
chrXV	779306	779706	YOR234C	26	DAL80,DAL80,FKH1,DAL80,DIG1,GCR1,MOT3,INO4,INO2,INO2,SOK2,PHD1,AFT2,SWI5,SFP1,REB1,UME1,INO2,PHO4,RAP1,MOT3,ADR1,ADR1,SWI5,DIG1,STE12	singletons	Singletons_in_ComplementCluster
chrXV	779570	779970	YOR235W	40	INO4,INO2,INO2,SOK2,PHD1,AFT2,SWI5,SFP1,REB1,UME1,INO2,PHO4,RAP1,MOT3,ADR1,ADR1,SWI5,DIG1,STE12,RGT1,MOT3,HAP4,DIG1,STE12,SFP1,FHL1,RAP1,SWI5,SFP1,FHL1,RAP1,DIG1,AFT2,ADR1,RAP1,ADR1,ADR1,MOT3,SPT23,RPH1	singletons	Singletons_in_ComplementCluster
chrXV	779807	780207	snR17a	26	DIG1,STE12,SFP1,FHL1,RAP1,SWI5,SFP1,FHL1,RAP1,DIG1,AFT2,ADR1,RAP1,ADR1,ADR1,MOT3,SPT23,RPH1,MOT3,ADR1,YHP1,THI2,HSF1,FKH1,DIG1,STE12	singletons	Singletons_in_ComplementCluster
chrXV	780606	781006	YOR236W	22	FKH1,SPT23,SPT23,HAP2,HAP3,HAP5,SFP1,BAS1,GCN4,ADR1,ABF1,STB1,FKH1,TEC1,PHO4,DIG1,STE12,YOX1,SPT2,DAL80,SPT23,SPT23	singletons	Singletons_in_WGDCluster
chrXV	781694	782094	YOR237W	15	SPT2,ABF1,SWI6,MBP1,FKH1,ROX1,SOK2,MOT3,DIG1,STE12,SUM1,AFT2,UME1,GCN4,SOK2	WGD	WGD_in_WGDCluster
chrXV	783377	783777	YOR238W	16	SPT23,SPT23,DAL80,DAL82,TEC1,HAP2,HAP3,HAP5,ASH1,DAL80,SPT23,SOK2,DAL80,SPT23,HSF1,SOK2	singletons	Singletons_in_ComplementCluster
chrXV	784557	784957	YOR239W	16	ADR1,HAP4,ADR1,DIG1,SPT23,TEC1,HAP2,HAP3,HAP5,FKH2,FKH1,DIG1,STE12,HAP2,HAP3,HAP5	singletons	Singletons_in_ComplementCluster
chrXV	786695	787095	YOR241W	21	DIG1,GCN4,STE12,ADR1,GLN3,DAL82,STE12,DIG1,STB1,FKH1,RGT1,ADR1,ABF1,MOT3,DAL80,ADR1,DAL80,SUM1,YHP1,SUM1,HSF1	singletons	Singletons_in_ComplementCluster
chrXV	789758	790158	YOR242C	23	RGT1,MOT3,SPT23,STB1,MBP1,SWI6,FKH1,UME1,DIG1,PHO4,GAT1,DAL80,GZF3,DAL82,GLN3,FKH1,FKH2,DAL80,RCS1,SOK2,SUM1,ABF1,ROX1	singletons	Singletons_in_ComplementCluster
chrXV	792142	792542	YOR243C	16	STE12,DIG1,PHO4,MOT3,ASH1,REB1,PHD1,SPT23,PDR1,RGT1,MAC1,INO2,SPT23,TEC1,TEC1,SOK2	singletons	Singletons_in_ComplementCluster
chrXV	792231	792631	YOR244W	16	STE12,DIG1,PHO4,MOT3,ASH1,REB1,PHD1,SPT23,PDR1,RGT1,MAC1,INO2,SPT23,TEC1,TEC1,SOK2	SSD	SSD_in_SSDCluster
chrXV	795233	795633	YOR245C	22	SPT23,UME1,SFP1,ADR1,STE12,DAL80,FKH1,AZF1,MET31,MET32,SWI6,SWI4,DIG1,SPT23,HAP4,MCM1,TEC1,CIN5,SKO1,SWI5,YAP1,ASH1	singletons	Singletons_in_ComplementCluster
chrXV	796694	797094	YOR246C	27	MOT3,SWI6,SWI4,STB1,HAP4,HAP2,HAP3,HAP5,DIG1,RCS1,FKH2,FKH1,PHO4,AFT2,SPT23,DIG1,GLN3,DAL82,REB1,SOK2,DIG1,RLR1,DAL80,STB1,MBP1,SWI4,SWI6	singletons	Singletons_in_ComplementCluster
chrXV	797376	797776	YOR247W	19	YAP7,HSF1,THI2,PHO4,RIM101,DAL80,SWI6,STB1,MBP1,REB1,TEC1,FKH2,FKH1,ROX1,STE12,DIG1,YHP1,BAS1,DAL80	WGD	WGD_in_WGDCluster
chrXV	800632	801032	YOR249C	21	HAP4,MOT3,DIG1,STE12,SOK2,SUM1,HAP2,HAP3,HAP5,YOX1,SPT23,AFT2,RAP1,FHL1,HAP4,SFP1,ROX1,SFP1,FHL1,RAP1,DAL80	singletons	Singletons_in_WGDCluster
chrXV	802208	802608	YOR250C	9	SPT23,RPN4,SWI5,TEC1,RLR1,ROX1,CIN5,DAL80,SPT2	singletons	Singletons_in_WGDCluster
chrXV	803365	803765	YOR251C	25	SFP1,RAP1,ROX1,DIG1,STE12,DAL82,GLN3,MOT3,YAP7,RLR1,RGT1,PHD1,YAP3,YAP5,ARR1,YAP6,DAL80,CIN5,DAL82,GZF3,GAT1,DAL80,RGT1,MOT3,ACE2	singletons	Singletons_in_WGDCluster
chrXV	803367	803767	YOR252W	26	SFP1,RAP1,ROX1,DIG1,STE12,DAL82,GLN3,MOT3,YAP7,RLR1,RGT1,PHD1,YAP3,YAP5,ARR1,YAP6,DAL80,CIN5,DAL82,GZF3,GAT1,DAL80,RGT1,MOT3,ACE2,SKN7	singletons	Singletons_in_WGDCluster
chrXV	804077	804477	YOR253W	11	CIN5,AZF1,RLR1,SPT23,DIG1,RGT1,FKH1,HAP2,HAP3,HAP5,ADR1	singletons	Singletons_in_WGDCluster
chrXV	806924	807324	YOR254C	25	SOK2,YHP1,ASH1,YAP7,ROX1,STE12,HSF1,DIG1,CIN5,ABF1,BAS1,RTG3,HAP2,HAP3,HAP5,SWI6,SWI4,STB1,MBP1,GCN4,STE12,SUM1,SPT2,ASH1,DAL82	singletons	Singletons_in_WGDCluster
chrXV	806971	807371	YOR255W	25	SOK2,YHP1,ASH1,YAP7,ROX1,STE12,HSF1,DIG1,CIN5,ABF1,BAS1,RTG3,HAP2,HAP3,HAP5,SWI6,SWI4,STB1,MBP1,GCN4,STE12,SUM1,SPT2,ASH1,DAL82	singletons	Singletons_in_WGDCluster
chrXV	810583	810983	YOR256C	21	SPT23,REB1,PHD1,ADR1,AFT2,DAL80,PHD1,SOK2,MOT3,DAL80,SPT23,ADR1,YAP7,CAD1,YAP1,YAP3,YAP5,YAP6,ARR1,STB1,DIG1	WGD	WGD_in_WGDCluster
chrXV	810707	811107	YOR257W	21	REB1,PHD1,ADR1,AFT2,DAL80,PHD1,SOK2,MOT3,DAL80,SPT23,ADR1,YAP7,CAD1,YAP1,YAP3,YAP5,YAP6,ARR1,STB1,DIG1,DIG1	SSD	SSD_in_SSDCluster
chrXV	811370	811770	YOR258W	18	ADR1,AFT2,STE12,DIG1,HAP4,TEC1,DIG1,HAP2,HAP3,HAP5,GLN3,DAL82,SOK2,PHD1,THI2,ROX1,STE12,DIG1	singletons	Singletons_in_SSDCluster
chrXV	813608	814008	YOR259C	27	HAP4,GLN3,DAL82,DAL80,AFT2,YOX1,HSF1,RPN4,SPT23,RTG3,AFT2,REB1,DIG1,GLN3,DAL82,YOX1,STE12,DIG1,SUM1,SWI5,SWI5,YAP1,AFT2,SUT1,ADR1,MSN2,ADR1	singletons	Singletons_in_SSDCluster
chrXV	813683	814083	YOR260W	27	HAP4,GLN3,DAL82,DAL80,AFT2,YOX1,HSF1,RPN4,SPT23,RTG3,AFT2,REB1,DIG1,GLN3,DAL82,YOX1,STE12,DIG1,SUM1,SWI5,SWI5,YAP1,AFT2,SUT1,ADR1,MSN2,ADR1	singletons	Singletons_in_SSDCluster
chrXV	816831	817231	YOR261C	21	SPT23,SPT23,YHP1,PHO4,SOK2,GCN4,RPN4,YAP3,YAP5,YAP6,ARR1,SPT23,ABF1,GLN3,DIG1,TEC1,GCN4,BAS1,TEC1,FKH1,FKH2	singletons	Singletons_in_SSDCluster
chrXV	816990	817390	YOR262W	22	YHP1,PHO4,SOK2,GCN4,RPN4,YAP3,YAP5,YAP6,ARR1,SPT23,ABF1,GLN3,DIG1,TEC1,GCN4,BAS1,TEC1,FKH1,FKH2,GCN4,STE12,SPT23	SSD	SSD_in_SSDCluster
chrXV	818564	818964	YOR264W	24	TEC1,SWI6,SWI4,STB1,STB4,SOK2,SUT1,SUM1,AZF1,RGT1,RLR1,ACE2,SWI5,THI2,SPT23,ADR1,ABF1,MOT3,HAP4,HAP3,HAP2,HAP5,SOK2,THI2	singletons	Singletons_in_SSDCluster
chrXV	820152	820552	YOR265W	15	YOX1,HAP1,INO2,GCN4,STE12,SUM1,DAL80,MSN2,AFT2,REB1,SOK2,SPT2,FKH2,FKH1,SPT2	singletons	Singletons_in_SSDCluster
chrXV	820721	821121	YOR266W	16	GLN3,DAL82,THI2,MOT3,STB1,SOK2,PHD1,RGT1,SPT23,SOK2,RGT1,RLR1,GCR1,DIG1,STE12,YHP1	singletons	Singletons_in_SSDCluster
chrXV	824766	825166	YOR267C	13	FKH1,STB5,ASH1,HSF1,DIG1,HSF1,YOX1,ADR1,CAD1,DIG1,STB1,SWI6,REB1	SSD	SSD_in_SSDCluster
chrXV	825831	826231	YOR268C	20	FKH1,AFT2,AZF1,SOK2,UME6,AFT2,PHD1,RFX1,FKH2,MOT3,FKH1,FKH1,RLM1,YHP1,DIG1,SPT23,SPT23,TEC1,AFT2,RCS1	singletons	Singletons_in_ComplementCluster
chrXV	826083	826483	YOR269W	23	FKH1,RLM1,YHP1,DIG1,SPT23,SPT23,TEC1,AFT2,RCS1,FKH1,DIG1,STE12,SWI6,SWI4,MOT3,YAP7,HAP2,HAP5,HAP3,DAL80,RGT1,SOK2,AFT2	singletons	Singletons_in_SSDCluster
chrXV	830473	830873	YOR270C	14	SIG1,DIG1,GCN4,MOT3,RCS1,MOT3,DAL82,GZF3,GAT1,DAL80,AZF1,SUM1,GCN4,ABF1	SSD	SSD_in_SSDCluster
chrXV	831941	832341	YOR271C	29	SOK2,MOT3,FKH1,FKH2,RLR1,SOK2,TEC1,GLN3,DAL82,GZF3,GAT1,DAL80,HAP3,HAP2,HAP5,YHP1,LEU3,UGA3,STB1,HAP2,HAP3,HAP5,SKN7,SOK2,DIG1,SPT23,DAL80,THI2,SPT23	singletons	Singletons_in_SSDCluster
chrXV	832030	832430	snR8	29	SOK2,MOT3,FKH1,FKH2,RLR1,SOK2,TEC1,GLN3,DAL82,GZF3,GAT1,DAL80,HAP3,HAP2,HAP5,YHP1,LEU3,UGA3,STB1,HAP2,HAP3,HAP5,SKN7,SOK2,DIG1,SPT23,DAL80,THI2,SPT23	singletons	Singletons_in_ComplementCluster
chrXV	832511	832911	YOR272W	16	DAL80,SPT2,SUM1,YDR026c,REB1,DIG1,GLN3,DAL82,MOT3,INO2,YHP1,HAP3,HAP2,HAP5,CIN5,MOT3	singletons	Singletons_in_SSDCluster
chrXV	836330	836730	YOR273C	17	SFP1,HSF1,TEC1,SPT23,GCN4,STE12,MOT3,UME1,FKH1,ADR1,LEU3,MAC1,YHP1,INO2,SOK2,REB1,STE12	SSD	SSD_in_SSDCluster
chrXV	837372	837772	YOR274W	24	FKH2,MOT3,DAL80,MAC1,SPT23,MOT3,SOK2,GCN4,DIG1,TYE7,SWI6,PHO4,SPT23,SPT23,DIG1,STE12,RLR1,CIN5,GAT1,GLN3,DAL80,GZF3,DAL82,SFP1	singletons	Singletons_in_SSDCluster
chrXV	840968	841368	YOR275C	18	MOT3,SPT23,DAL80,SOK2,STE12,DIG1,NRG1,YDR026c,REB1,YOX1,DIG1,HAP2,HAP3,HAP5,SWI6,SWI4,THI2,SPT23	SSD	SSD_in_SSDCluster
chrXV	841031	841431	YOR276W	18	MOT3,SPT23,DAL80,SOK2,STE12,DIG1,NRG1,YDR026c,REB1,YOX1,DIG1,HAP2,HAP3,HAP5,SWI6,SWI4,THI2,SPT23	singletons	Singletons_in_SSDCluster
chrXV	841722	842122	YOR277C	10	HAP4,TEC1,INO2,MOT3,PHD1,SPT23,FKH1,SIG1,PHO4,CIN5	singletons	Singletons_in_SSDCluster
chrXV	842081	842481	snR31	18	SPT2,SPT23,SOK2,INO2,DAL80,SWI6,PHD1,SOK2,SUT1,SPT23,UME1,SOK2,NRG1,GAT1,DAL80,GZF3,DAL82,GLN3	singletons	Singletons_in_ComplementCluster
chrXV	842101	842501	snR5	18	SPT2,SPT23,SOK2,INO2,DAL80,SWI6,PHD1,SOK2,SUT1,SPT23,UME1,SOK2,NRG1,GAT1,DAL80,GZF3,DAL82,GLN3	singletons	Singletons_in_ComplementCluster
chrXV	842515	842915	YOR278W	16	FKH1,FKH2,YHP1,RCS1,ADR1,ASH1,SPT23,SUM1,GAT1,DAL80,GZF3,DAL82,GLN3,STE12,FKH1,MOT3	singletons	Singletons_in_SSDCluster
chrXV	844529	844929	YOR279C	16	STB5,SPT23,SPT23,PDR1,DAL80,CIN5,TEC1,SWI4,SWI6,MOT3,SPT23,SKO1,HSF1,SUM1,SOK2,STB1	singletons	Singletons_in_SSDCluster
chrXV	845691	846091	YOR280C	21	ADR1,SPT23,RCS1,SOK2,AFT2,SOK2,HSF1,SPT23,STB1,SWI6,SOK2,MOT3,PHD1,YAP7,MSN4,ADR1,YHP1,HAP2,HAP3,HAP5,RFX1	WGD	WGD_in_SSDCluster
chrXV	847028	847428	YOR281C	6	CIN5,OPI1,SPT23,XBP1,RCS1,AFT2	singletons	Singletons_in_SSDCluster
chrXV	847151	847551	YOR283W	6	CIN5,OPI1,SPT23,XBP1,RCS1,AFT2	singletons	Singletons_in_SSDCluster
chrXV	848176	848576	YOR284W	24	MOT3,AFT2,STE12,DIG1,DAL80,CIN5,SOK2,ADR1,DIG1,INO4,DAL82,SWI6,MBP1,TEC1,MET31,MET32,STE12,DIG1,ADR1,SPT23,SUM1,RPN4,SPT2,TYE7	singletons	Singletons_in_SSDCluster
chrXV	849333	849733	YOR285W	20	MSN4,YAP7,TEC1,HAP2,HAP3,HAP5,GCR1,FKH1,DAL80,REB1,SOK2,PHD1,SOK2,SUT1,MSN4,ADR1,STB1,YAP7,GCN4,DIG1	SSD	SSD_in_SSDCluster
chrXV	849978	850378	YOR286W	11	SUM1,CIN5,MOT3,HAP2,HAP3,HAP5,SNT2,PHD1,SUT1,AZF1,DAL80	SSD	SSD_in_SSDCluster
chrXV	851738	852138	YOR287C	12	MET31,MET32,RGT1,MOT3,REB1,SPT2,DAL80,FKH2,SPT2,CIN5,DAL80,UME1	singletons	Singletons_in_SSDCluster
chrXV	852976	853376	YOR288C	18	MCM1,YHP1,SOK2,SPT23,DIG1,GAT1,DAL82,DAL80,GZF3,GLN3,ADR1,GCN4,GAT1,DAL80,GZF3,DAL82,GLN3,INO2	singletons	Singletons_in_SSDCluster
chrXV	853055	853455	YOR289W	18	MCM1,YHP1,SOK2,SPT23,DIG1,GAT1,DAL82,DAL80,GZF3,GLN3,ADR1,GCN4,GAT1,DAL80,GZF3,DAL82,GLN3,INO2	singletons	Singletons_in_SSDCluster
chrXV	860157	860557	YOR290C	19	DAL80,HSF1,MBP1,DAL82,GLN3,STE12,DIG1,FKH1,PHO4,SKO1,SUM1,STE12,DIG1,SWI6,MBP1,SWI4,REB1,UME6,PHD1	SSD	SSD_in_SSDCluster
chrXV	860873	861273	YOR291W	35	DIG1,MOT3,FKH1,DIG1,STE12,RCS1,SOK2,AFT2,SUT1,SKN7,PHD1,MSN4,ADR1,AFT2,SFP1,RAP1,YOX1,BAS1,DIG1,AZF1,SPT23,DIG1,SPT23,TEC1,YOX1,DIG1,ADR1,INO4,GCN4,BAS1,ASH1,SKN7,YAP7,RGT1,ADR1	SSD	SSD_in_SSDCluster
chrXV	866481	866881	YOR292C	31	SPT23,DIG1,AFT2,MSN4,SPT23,DIG1,STE12,MOT3,RAP1,FHL1,SFP1,PHO4,HAP5,HAP3,HAP2,RAP1,FHL1,FHL1,SFP1,RAP1,AFT2,DIG1,STE12,PDR1,DIG1,STE12,MSN4,DIG1,SKN7,BAS1,ADR1	SSD	SSD_in_SSDCluster
chrXV	866796	867196	YOR293W	21	PDR1,DIG1,STE12,MSN4,DIG1,SKN7,BAS1,ADR1,STB1,SWI6,MOT3,MET31,MET32,GAL4,GAL80,AFT2,AFT2,YHP1,SOK2,SWI5,YAP7	singletons	Singletons_in_ComplementCluster
chrXV	868038	868438	YOR294W	11	STB1,SWI6,SWI4,MBP1,AFT2,PHO4,DAL82,GLN3,SPT23,NRG1,DIG1	singletons	Singletons_in_WGDCluster
chrXV	868046	868446	YOR293C-A	11	STB1,SWI6,SWI4,MBP1,AFT2,PHO4,DAL82,GLN3,SPT23,NRG1,DIG1	singletons	Singletons_in_ComplementCluster
chrXV	868906	869306	YOR295W	14	DIG1,HAP2,HAP3,HAP5,SFP1,YHP1,STE12,DIG1,SPT23,SOK2,DAL82,GLN3,THI2,STB1	WGD	WGD_in_WGDCluster
chrXV	869900	870300	YOR296W	20	MOT3,TEC1,DIG1,MOT3,SOK2,MOT3,TEC1,REB1,AFT2,MOT3,RLR1,STB1,GAT1,DAL80,GZF3,DAL82,GLN3,SOK2,DIG1,STE12	singletons	Singletons_in_WGDCluster
chrXV	875220	875620	YOR297C	23	DIG1,STE12,AFT2,RCS1,TEC1,SPT23,DAL80,RGT1,TEC1,FKH1,DIG1,FKH1,MOT3,SPT2,SUM1,SPT23,DIG1,SPT23,UME1,ROX1,SPT23,SPT23,MOT3	singletons	Singletons_in_WGDCluster
chrXV	875297	875697	YOR298W	23	DIG1,STE12,AFT2,RCS1,TEC1,SPT23,DAL80,RGT1,TEC1,FKH1,DIG1,FKH1,MOT3,SPT2,SUM1,SPT23,DIG1,SPT23,UME1,ROX1,SPT23,SPT23,MOT3	singletons	Singletons_in_WGDCluster
chrXV	877584	877984	YOR298C-A	34	SOK2,STB1,RIM101,ACE2,HAP2,HAP3,HAP5,ASH1,MAC1,FKH1,DIG1,STE12,HAP4,HAP2,HAP3,HAP5,SPT2,MOT3,MSN4,SUT1,SKN7,DIG1,STE12,HSF1,SKO1,PHO4,REB1,REB1,YAP7,ASH1,REB1,HSF1,REB1,ADR1	singletons	Singletons_in_WGDCluster
chrXV	878132	878532	YOR299W	19	MOT3,PHD1,SOK2,AFT2,TYE7,CBF1,PHO4,INO4,TEC1,AZF1,MOT3,MOT3,DIG1,STB1,DIG1,STE12,ADR1,BAS1,STB1	WGD	WGD_in_WGDCluster
chrXV	880662	881062	YOR301W	6	SWI6,REB1,SPT23,THI2,SOK2,HSF1	singletons	Singletons_in_ComplementCluster
chrXV	882462	882862	YOR302W	21	DAL82,GZF3,GAT1,DAL80,SWI6,RGT1,SPT23,DIG1,MSN2,ADR1,AZF1,HSF1,ASH1,GCN4,BAS1,DIG1,AZF1,YHP1,FKH1,SOK2,MOT3	singletons	Singletons_in_ComplementCluster
chrXV	882596	882996	YOR303W	11	AZF1,HSF1,ASH1,GCN4,BAS1,DIG1,AZF1,YHP1,FKH1,SOK2,MOT3	singletons	Singletons_in_ComplementCluster
chrXV	884211	884611	YOR304W	23	ABF1,SOK2,TEC1,SPT23,BAS1,GCN4,RLR1,SPT23,SPT23,GAT1,DAL80,GZF3,DAL82,ADR1,DIG1,STE12,FKH1,FKH2,UME1,HAP2,HAP3,HAP5,REB1	SSD	SSD_in_SSDCluster
chrXV	888648	889048	YOR304C-A	23	MOT3,SPT23,MOT3,HAP4,HAP3,HAP2,HAP5,AZF1,DIG1,FKH1,DAL80,SIG1,AZF1,SFP1,SPT2,SPT23,STB1,SWI6,SOK2,STE12,DIG1,STE12,DIG1	singletons	Singletons_in_SSDCluster
chrXV	888719	889119	YOR305W	23	MOT3,SPT23,MOT3,HAP4,HAP3,HAP2,HAP5,AZF1,DIG1,FKH1,DAL80,SIG1,AZF1,SFP1,SPT2,SPT23,STB1,SWI6,SOK2,STE12,DIG1,STE12,DIG1	singletons	Singletons_in_SSDCluster
chrXV	891330	891730	YOR306C	11	SPT23,AFT2,ADR1,YAP7,YAP7,SPT2,SPT23,MAC1,DIG1,HSF1,RLM1	SSD	SSD_in_SSDCluster
chrXV	893989	894389	YOR307C	25	ROX1,FKH1,DIG1,STE12,SPT23,TEC1,DAL80,SOK2,PHD1,INO2,PHO4,CBF1,AZF1,YOX1,SPT2,SPT23,FKH1,FKH2,UME1,SPT23,AZF1,DIG1,SPT23,RGT1,DAL80	SSD	SSD_in_SSDCluster
chrXV	896284	896684	YOR308C	14	MOT3,RCS1,GLN3,DAL82,TEC1,MAC1,SOK2,SWI6,MOT3,FKH1,MOT3,FKH2,FKH1,SPT23	singletons	Singletons_in_SSDCluster
chrXV	898257	898657	YOR310C	14	ADR1,FKH1,DIG1,ABF1,FKH1,SOK2,DAL80,RIM101,DAL80,ACE2,DIG1,SOK2,TEC1,ROX1	SSD	SSD_in_SSDCluster
chrXV	899825	900225	YOR311C	21	SPT23,SUM1,FKH1,FKH2,CIN5,DAL80,SOK2,SPT23,HAP4,HAP2,HAP3,HAP5,REB1,NRG1,AFT2,SPT23,PHD1,ACE2,DIG1,STE12,SPT23	singletons	Singletons_in_ComplementCluster
chrXV	901091	901491	YOR312C	16	HSF1,DAL80,SOK2,THI2,HSF1,RGT1,SPT23,RGT1,HSF1,SKN7,SKN7,PHD1,UME6,ADR1,MOT3,DIG1	WGD	WGD_in_WGDCluster
chrXV	902739	903139	YOR314W	10	STE12,DIG1,SPT23,HAP5,HAP2,HAP3,FKH1,AZF1,ADR1,DAL82	singletons	Singletons_in_ComplementCluster
chrXV	902771	903171	YOR313C	10	STE12,DIG1,SPT23,HAP5,HAP2,HAP3,FKH1,AZF1,ADR1,DAL82	singletons	Singletons_in_WGDCluster
