chrom	start	end	Gene	codingDensity	geneType	geneClusterType
chrXIV	253375	264278	YNL204C	0.830414	WGD	WGD_in_WGDCluster
chrXIV	254439	265051	YNL203C	0.830004	SSD	SSD_in_WGDCluster
chrXIV	254578	265457	YNL202W	0.834176	SSD	SSD_in_WGDCluster
chrXIV	255627	268204	YNL201C	0.820307	singletons	Singletons_in_WGDCluster
chrXIV	258713	269454	YNL200C	0.804208	singletons	Singletons_in_WGDCluster
chrXIV	259926	271531	YNL199C	0.743731	singletons	Singletons_in_WGDCluster
chrXIV	261514	271817	YNL198C	0.727846	singletons	Singletons_in_WGDCluster
chrXIV	262608	274594	YNL197C	0.669865	WGD	WGD_in_WGDCluster
chrXIV	265275	276172	YNL196C	0.715243	singletons	Singletons_in_WGDCluster
chrXIV	266523	277309	YNL195C	0.681717	WGD	WGD_in_WGDCluster
chrXIV	267710	278616	YNL194C	0.757748	WGD	WGD_in_WGDCluster
chrXIV	269368	281045	YNL193W	0.728012	singletons	Singletons_in_ComplementCluster
chrXIV	271502	284898	YNL192W	0.67871	SSD	SSD_in_SSDCluster
chrXIV	275432	286506	YNL191W	0.67952	singletons	Singletons_in_SSDCluster
chrXIV	277395	288010	YNL190W	0.672445	singletons	Singletons_in_SSDCluster
chrXIV	279260	290889	YNL189W	0.66403	SSD	SSD_in_SSDCluster
chrXIV	281308	292610	YNL188W	0.673598	singletons	Singletons_in_ComplementCluster
chrXIV	282995	294069	YNL187W	0.724309	singletons	Singletons_in_ComplementCluster
chrXIV	284499	296878	YNL186W	0.817998	singletons	Singletons_in_ComplementCluster
chrXIV	287194	297671	YNL185C	0.820941	singletons	Singletons_in_ComplementCluster
chrXIV	287558	297885	YNL184C	0.797618	singletons	Singletons_in_ComplementCluster
chrXIV	288138	300511	YNL183C	0.818072	WGD	WGD_in_WGDCluster
chrXIV	290961	302629	YNL182C	0.711947	singletons	Singletons_in_WGDCluster
chrXIV	293336	304560	YNL181W	0.721401	singletons	Singletons_in_WGDCluster
chrXIV	294655	305651	YNL180C	0.674336	singletons	Singletons_in_WGDCluster
chrXIV	295667	306105	YNL179C	0.671872	singletons	Singletons_in_WGDCluster
chrXIV	297681	308404	YNL178W	0.673692	singletons	Singletons_in_WGDCluster
chrXIV	298687	309617	YNL177C	0.711436	singletons	Singletons_in_WGDCluster
chrXIV	300071	311982	YNL176C	0.694652	WGD	WGD_in_WGDCluster
chrXIV	302402	313614	YNL175C	0.792722	singletons	Singletons_in_WGDCluster
chrXIV	303075	313648	YNL174W	0.806583	singletons	Singletons_in_WGDCluster
chrXIV	303958	315059	YNL173C	0.841276	WGD	WGD_in_WGDCluster
chrXIV	305637	320884	YNL172W	0.850987	singletons	Singletons_in_ComplementCluster
chrXIV	310630	320999	YNL171C	0.906355	singletons	Singletons_in_ComplementCluster
chrXIV	310979	321375	YNL170W	0.905925	SSD	SSD_in_SSDCluster
chrXIV	311170	322673	YNL169C	0.84152	SSD	SSD_in_SSDCluster
chrXIV	313031	323811	YNL168C	0.808256	singletons	Singletons_in_ComplementCluster
chrXIV	314417	326361	YNL167C	0.804086	singletons	Singletons_in_ComplementCluster
chrXIV	317220	328567	YNL166C	0.760201	singletons	Singletons_in_ComplementCluster
chrXIV	318833	330054	YNL165W	0.791373	singletons	Singletons_in_ComplementCluster
chrXIV	320266	331322	YNL164C	0.748101	singletons	Singletons_in_ComplementCluster
chrXIV	321742	335075	YNL163C	0.771019	singletons	Singletons_in_ComplementCluster
chrXIV	325330	335549	YNL162W-A	0.74841	singletons	Singletons_in_ComplementCluster
chrXIV	326323	337156	YNL162W	0.670728	singletons	Singletons_in_ComplementCluster
chrXIV	327598	339869	YNL161W	0.65121	singletons	Singletons_in_ComplementCluster
chrXIV	331546	342611	YNL160W	0.624853	WGD	WGD_in_WGDCluster
chrXIV	333479	344349	YNL159C	0.631647	singletons	Singletons_in_WGDCluster
chrXIV	334613	345210	YNL158W	0.622157	singletons	Singletons_in_WGDCluster
chrXIV	335353	345860	YNL157W	0.627677	WGD	WGD_in_WGDCluster
chrXIV	336070	346970	YNL156C	0.683578	WGD	WGD_in_WGDCluster
chrXIV	337517	348342	YNL155W	0.704758	singletons	Singletons_in_WGDCluster
chrXIV	338637	350278	YNL154C	0.724508	WGD	WGD_in_WGDCluster
chrXIV	340670	351060	YNL153C	0.704716	singletons	Singletons_in_WGDCluster
chrXIV	341314	352544	YNL152W	0.697061	singletons	Singletons_in_WGDCluster
chrXIV	342767	353523	YNL151C	0.708814	singletons	Singletons_in_WGDCluster
chrXIV	344252	354660	YNL150W	0.727421	singletons	Singletons_in_WGDCluster
chrXIV	344368	354758	YNL149C	0.726949	singletons	Singletons_in_WGDCluster
chrXIV	344908	355673	YNL148C	0.678031	singletons	Singletons_in_WGDCluster
chrXIV	345941	356385	YNL147W	0.637495	SSD	SSD_in_WGDCluster
chrXIV	346387	356582	YNL146C-A	0.634232	singletons	Singletons_in_WGDCluster
chrXIV	346716	357019	YNL146W	0.617393	singletons	Singletons_in_WGDCluster
chrXIV	347415	357532	YNL145W	0.584066	SSD	SSD_in_WGDCluster
chrXIV	347821	360044	YNL144C	0.62137	WGD	WGD_in_WGDCluster
chrXIV	348062	358146	YNL144W-A	0.60482	WGD	WGD_in_WGDCluster
chrXIV	351795	362188	YNL143C	0.651496	singletons	Singletons_in_ComplementCluster
chrXIV	352454	363954	YNL142W	0.719478	singletons	Singletons_in_ComplementCluster
chrXIV	354597	365641	YNL141W	0.734064	singletons	Singletons_in_ComplementCluster
chrXIV	355918	366488	YNL140C	0.768023	singletons	Singletons_in_ComplementCluster
chrXIV	355925	370719	YNL139C	0.778018	singletons	Singletons_in_ComplementCluster
chrXIV	361034	371414	YNL138W-A	0.881696	singletons	Singletons_in_ComplementCluster
chrXIV	361742	373323	YNL138W	0.854244	singletons	Singletons_in_ComplementCluster
chrXIV	363596	375057	YNL137C	0.769654	singletons	Singletons_in_ComplementCluster
chrXIV	365369	376647	YNL136W	0.742419	singletons	Singletons_in_ComplementCluster
chrXIV	366883	377228	YNL135C	0.781344	SSD	SSD_in_SSDCluster
chrXIV	367452	378583	YNL134C	0.788698	singletons	Singletons_in_ComplementCluster
chrXIV	369172	379694	YNL133C	0.753279	singletons	Singletons_in_ComplementCluster
chrXIV	370322	383493	YNL132W	0.773138	singletons	Singletons_in_ComplementCluster
chrXIV	373768	384227	YNL131W	0.749594	singletons	Singletons_in_ComplementCluster
chrXIV	374559	385833	YNL130C	0.80353	singletons	Singletons_in_ComplementCluster
chrXIV	376246	386393	YNL130C-A	0.843599	singletons	Singletons_in_ComplementCluster
chrXIV	376481	387204	YNL129W	0.818987	singletons	Singletons_in_ComplementCluster
chrXIV	377360	388665	YNL128W	0.826183	singletons	Singletons_in_ComplementCluster
chrXIV	378988	391850	YNL127W	0.839216	singletons	Singletons_in_ComplementCluster
chrXIV	382228	394769	YNL126W	0.820668	singletons	Singletons_in_ComplementCluster
chrXIV	385147	397169	YNL125C	0.850774	SSD	SSD_in_SSDCluster
chrXIV	387893	399372	YNL124W	0.819409	singletons	Singletons_in_ComplementCluster
chrXIV	389686	402680	YNL123W	0.792366	singletons	Singletons_in_ComplementCluster
chrXIV	393024	403372	YNL122C	0.845767	singletons	Singletons_in_ComplementCluster
chrXIV	393685	405539	YNL121C	0.865362	WGD	WGD_in_WGDCluster
chrXIV	396034	406520	YNL120C	0.802117	singletons	Singletons_in_WGDCluster
chrXIV	396041	407523	YNL119W	0.819282	singletons	Singletons_in_WGDCluster
chrXIV	397653	410566	YNL118C	0.798498	singletons	Singletons_in_WGDCluster
chrXIV	401359	413024	YNL117W	0.821689	SSD	SSD_in_WGDCluster
chrXIV	403342	414911	YNL116W	0.7935	WGD	WGD_in_WGDCluster
chrXIV	405120	417055	YNL115C	0.7447	singletons	Singletons_in_WGDCluster
chrXIV	407685	418057	YNL114C	0.73226	singletons	Singletons_in_WGDCluster
chrXIV	407772	418201	YNL113W	0.733723	singletons	Singletons_in_WGDCluster
chrXIV	408640	421283	YNL112W	0.733449	singletons	Singletons_in_WGDCluster
chrXIV	411941	422304	YNL111C	0.694972	SSD	SSD_in_WGDCluster
chrXIV	412827	423490	YNL110C	0.762637	singletons	Singletons_in_WGDCluster
chrXIV	413965	424511	YNL109W	0.801631	WGD	WGD_in_WGDCluster
chrXIV	414015	424828	YNL108C	0.784056	WGD	WGD_in_WGDCluster
chrXIV	415099	425780	YNL107W	0.775021	singletons	Singletons_in_WGDCluster
chrXIV	415945	429497	YNL106C	0.754354	WGD	WGD_in_WGDCluster
chrXIV	419156	429585	YNL105W	0.839582	WGD	WGD_in_WGDCluster
chrXIV	419896	431756	YNL104C	0.836594	WGD	WGD_in_WGDCluster
chrXIV	421720	431810	YNL103W-A	0.8444	WGD	WGD_in_WGDCluster
chrXIV	422736	434755	YNL103W	0.847741	singletons	Singletons_in_ComplementCluster
chrXIV	425088	439495	YNL102W	0.812938	singletons	Singletons_in_ComplementCluster
chrXIV	430000	442142	YNL101W	0.810245	SSD	SSD_in_SSDCluster
chrXIV	432614	443319	YNL100W	0.70341	singletons	Singletons_in_SSDCluster
chrXIV	433568	444285	YNL099C	0.696277	singletons	Singletons_in_SSDCluster
chrXIV	434603	445572	YNL098C	0.658766	WGD	WGD_in_SSDCluster
chrXIV	435798	445921	YNL097C-B	0.669466	singletons	Singletons_in_SSDCluster
chrXIV	436367	447360	YNL097C	0.648504	SSD	SSD_in_SSDCluster
chrXIV	436432	446588	YNL097W-A	0.67054	SSD	SSD_in_SSDCluster
chrXIV	438399	449317	YNL096C	0.673567	WGD	WGD_in_WGDCluster
chrXIV	439913	451842	YNL095C	0.672227	WGD	WGD_in_WGDCluster
chrXIV	442612	454376	YNL094W	0.717783	singletons	Singletons_in_WGDCluster
chrXIV	444869	455532	YNL093W	0.814217	WGD	WGD_in_WGDCluster
chrXIV	445872	457075	YNL092W	0.78836	singletons	Singletons_in_ComplementCluster
chrXIV	447409	461132	YNL091W	0.829629	singletons	Singletons_in_ComplementCluster
chrXIV	451566	462145	YNL090W	0.862463	singletons	Singletons_in_ComplementCluster
chrXIV	451694	462171	YNL089C	0.858643	singletons	Singletons_in_ComplementCluster
chrXIV	452705	466992	YNL088W	0.851473	singletons	Singletons_in_ComplementCluster
chrXIV	457412	470949	YNL087W	0.851075	WGD	WGD_in_WGDCluster
chrXIV	461335	471644	YNL086W	0.806286	singletons	Singletons_in_ComplementCluster
chrXIV	462132	474625	YNL085W	0.809013	singletons	Singletons_in_ComplementCluster
chrXIV	465054	476104	YNL084C	0.801267	singletons	Singletons_in_ComplementCluster
chrXIV	466378	477863	YNL083W	0.807836	singletons	Singletons_in_ComplementCluster
chrXIV	468392	481014	YNL082W	0.772223	SSD	SSD_in_SSDCluster
chrXIV	471189	481621	YNL081C	0.737442	singletons	Singletons_in_SSDCluster
chrXIV	471933	483034	YNL080C	0.765336	singletons	Singletons_in_SSDCluster
chrXIV	473567	484167	YNL079C	0.754811	WGD	WGD_in_SSDCluster
chrXIV	474769	485993	YNL078W	0.742071	singletons	Singletons_in_SSDCluster
chrXIV	476392	487979	YNL077W	0.740571	SSD	SSD_in_SSDCluster
chrXIV	478557	490312	YNL076W	0.776606	singletons	Singletons_in_SSDCluster
chrXIV	480608	491481	YNL075W	0.792238	SSD	SSD_in_SSDCluster
chrXIV	481767	493126	YNL074C	0.818998	WGD	WGD_in_SSDCluster
chrXIV	483387	495118	YNL073W	0.794476	SSD	SSD_in_SSDCluster
chrXIV	485318	496242	YNL072W	0.741944	singletons	Singletons_in_SSDCluster
chrXIV	486524	497973	YNL071W	0.782863	SSD	SSD_in_SSDCluster
chrXIV	488367	498550	YNL070W	0.779044	singletons	Singletons_in_ComplementCluster
chrXIV	488957	500003	YNL069C	0.720713	singletons	Singletons_in_ComplementCluster
chrXIV	490702	503291	YNL068C	0.630233	WGD	WGD_in_WGDCluster
chrXIV	493539	503686	YNL067W-A	0.568937	singletons	Singletons_in_WGDCluster
chrXIV	494418	504559	YNL067W-B	0.60497	singletons	Singletons_in_WGDCluster
chrXIV	494682	505258	YNL067W	0.621218	SSD	SSD_in_WGDCluster
chrXIV	496516	507779	YNL066W	0.61378	WGD	WGD_in_WGDCluster
chrXIV	498725	510486	YNL065W	0.625202	WGD	WGD_in_WGDCluster
chrXIV	500869	512099	YNL064C	0.729653	SSD	SSD_in_WGDCluster
chrXIV	502759	513704	YNL063W	0.756967	singletons	Singletons_in_WGDCluster
chrXIV	503777	515214	YNL062C	0.825916	singletons	Singletons_in_WGDCluster
chrXIV	505541	517398	YNL061W	0.747069	SSD	SSD_in_WGDCluster
chrXIV	507669	519937	YNL059C	0.76671	singletons	Singletons_in_WGDCluster
chrXIV	510764	521715	YNL058C	0.783399	WGD	WGD_in_WGDCluster
chrXIV	511404	521737	YNL057W	0.770444	WGD	WGD_in_WGDCluster
chrXIV	512250	522844	YNL056W	0.7761	SSD	SSD_in_WGDCluster
chrXIV	512995	523847	YNL055C	0.806395	WGD	WGD_in_WGDCluster
chrXIV	514457	525780	YNL054W-A	0.719774	singletons	Singletons_in_ComplementCluster
chrXIV	514457	529708	YNL054W-B	0.763753	singletons	Singletons_in_ComplementCluster
chrXIV	521087	534585	YNL054W	0.797748	singletons	Singletons_in_ComplementCluster
chrXIV	524943	536413	YNL053W	0.756495	WGD	WGD_in_WGDCluster
chrXIV	526726	537188	YNL052W	0.842382	WGD	WGD_in_WGDCluster
chrXIV	527660	538872	YNL051W	0.829647	singletons	Singletons_in_WGDCluster
chrXIV	529080	539984	YNL050C	0.816489	singletons	Singletons_in_WGDCluster
chrXIV	530282	542913	YNL049C	0.829467	WGD	WGD_in_WGDCluster
chrXIV	533174	544821	YNL048W	0.87808	SSD	SSD_in_WGDCluster
chrXIV	534912	546883	YNL047C	0.793417	WGD	WGD_in_WGDCluster
chrXIV	537305	547824	YNL046W	0.728301	singletons	Singletons_in_ComplementCluster
chrXIV	537964	549980	YNL045W	0.728612	singletons	Singletons_in_ComplementCluster
chrXIV	540269	550879	YNL044W	0.721018	singletons	Singletons_in_ComplementCluster
chrXIV	540590	550911	YNL043C	0.713206	singletons	Singletons_in_ComplementCluster
chrXIV	542114	552372	YNL042W-B	0.696627	singletons	Singletons_in_ComplementCluster
chrXIV	543101	554292	YNL042W	0.661335	singletons	Singletons_in_ComplementCluster
chrXIV	544469	556989	YNL041C	0.661182	singletons	Singletons_in_ComplementCluster
chrXIV	548381	559752	YNL040W	0.741711	singletons	Singletons_in_ComplementCluster
chrXIV	550049	561834	YNL039W	0.645651	singletons	Singletons_in_ComplementCluster
chrXIV	552021	562785	YNL038W	0.526663	singletons	Singletons_in_ComplementCluster
chrXIV	552921	564004	YNL037C	0.511504	SSD	SSD_in_SSDCluster
chrXIV	554815	565481	YNL036W	0.402963	singletons	Singletons_in_ComplementCluster
chrXIV	563523	574693	YNL035C	0.362578	singletons	Singletons_in_ComplementCluster
chrXIV	565478	577317	YNL034W	0.468283	SSD	SSD_in_SSDCluster
chrXIV	568000	578855	YNL033W	0.652418	SSD	SSD_in_SSDCluster
chrXIV	569507	580353	YNL032W	0.646598	SSD	SSD_in_SSDCluster
chrXIV	570641	581052	YNL031C	0.707233	SSD	SSD_in_SSDCluster
chrXIV	571728	582040	YNL030W	0.675039	SSD	SSD_in_SSDCluster
chrXIV	572206	583775	YNL029C	0.675858	WGD	WGD_in_SSDCluster
chrXIV	573680	583998	YNL028W	0.68114	WGD	WGD_in_SSDCluster
chrXIV	574581	586618	YNL027W	0.680568	singletons	Singletons_in_SSDCluster
chrXIV	576921	588376	YNL026W	0.687298	singletons	Singletons_in_SSDCluster
chrXIV	579321	590293	YNL025C	0.718101	SSD	SSD_in_SSDCluster
chrXIV	580588	590928	NME1	0.726015	singletons	Singletons_in_SSDCluster
chrXIV	581091	591177	snR66	0.717628	singletons	Singletons_in_ComplementCluster
chrXIV	581603	591822	YNL024C-A	0.696741	singletons	Singletons_in_SSDCluster
chrXIV	582108	592849	YNL024C	0.739689	SSD	SSD_in_SSDCluster
chrXIV	583264	596162	YNL023C	0.736548	singletons	Singletons_in_ComplementCluster
chrXIV	586428	597901	YNL022C	0.816613	singletons	Singletons_in_ComplementCluster
chrXIV	588228	600349	YNL021W	0.798284	singletons	Singletons_in_ComplementCluster
chrXIV	590624	602541	YNL020C	0.762105	WGD	WGD_in_WGDCluster
chrXIV	593377	604232	YNL019C	0.75965	SSD	SSD_in_WGDCluster
chrXIV	594937	606776	YNL018C	0.625729	SSD	SSD_in_WGDCluster
chrXIV	597139	607478	YNL017C	0.598027	singletons	Singletons_in_WGDCluster
chrXIV	597908	609270	YNL016W	0.66652	singletons	Singletons_in_WGDCluster
chrXIV	600385	610613	YNL015W	0.727219	singletons	Singletons_in_WGDCluster
chrXIV	601320	614455	YNL014W	0.732242	WGD	WGD_in_WGDCluster
chrXIV	604134	614512	YNL013C	0.732029	WGD	WGD_in_WGDCluster
chrXIV	604687	616667	YNL012W	0.766194	singletons	Singletons_in_WGDCluster
chrXIV	606837	618172	YNL011C	0.876842	singletons	Singletons_in_WGDCluster
chrXIV	608636	619362	YNL010W	0.843092	singletons	Singletons_in_WGDCluster
chrXIV	609822	621085	YNL009W	0.812395	WGD	WGD_in_WGDCluster
chrXIV	611212	623222	YNL008C	0.764446	WGD	WGD_in_WGDCluster
chrXIV	613509	624568	YNL007C	0.790035	singletons	Singletons_in_WGDCluster
chrXIV	615069	625981	YNL006W	0.794996	singletons	Singletons_in_WGDCluster
chrXIV	616315	627431	YNL005C	0.766913	singletons	Singletons_in_WGDCluster
chrXIV	617917	629624	YNL004W	0.690527	WGD	WGD_in_WGDCluster
chrXIV	619977	630832	YNL003C	0.730355	SSD	SSD_in_WGDCluster
chrXIV	621176	632145	YNL002C	0.680737	singletons	Singletons_in_WGDCluster
chrXIV	622458	633619	YNL001W	0.6236	WGD	WGD_in_WGDCluster
chrXIV	624624	636064	YNR001C	0.573951	WGD	WGD_in_WGDCluster
chrXIV	626265	636484	YNR001W-A	0.581662	singletons	Singletons_in_WGDCluster
chrXIV	628010	638859	YNR002C	0.593234	WGD	WGD_in_WGDCluster
chrXIV	629346	640300	YNR003C	0.617126	singletons	Singletons_in_ComplementCluster
chrXIV	629422	639521	YNR003W-A	0.610357	singletons	Singletons_in_ComplementCluster
chrXIV	630945	641386	YNR004W	0.615554	singletons	Singletons_in_ComplementCluster
chrXIV	631933	642338	YNR005C	0.676694	SSD	SSD_in_SSDCluster
chrXIV	631988	643857	YNR006W	0.669644	SSD	SSD_in_SSDCluster
chrXIV	634184	645117	YNR007C	0.753041	singletons	Singletons_in_SSDCluster
chrXIV	635398	647384	YNR008W	0.760471	singletons	Singletons_in_SSDCluster
chrXIV	637692	648442	YNR009W	0.830047	singletons	Singletons_in_SSDCluster
chrXIV	638746	649196	YNR010W	0.816555	singletons	Singletons_in_SSDCluster
chrXIV	639322	651953	YNR011C	0.855277	singletons	Singletons_in_SSDCluster
chrXIV	642434	653940	YNR012W	0.800626	SSD	SSD_in_SSDCluster
chrXIV	644030	656715	YNR013C	0.853134	singletons	Singletons_in_ComplementCluster
chrXIV	647467	658106	YNR014W	0.881944	WGD	WGD_in_WGDCluster
chrXIV	648389	659544	YNR015W	0.887405	singletons	Singletons_in_WGDCluster
chrXIV	649675	666377	YNR016C	0.773321	WGD	WGD_in_WGDCluster
chrXIV	657915	668584	YNR017W	0.726685	singletons	Singletons_in_WGDCluster
chrXIV	659272	669947	YNR018W	0.709789	singletons	Singletons_in_WGDCluster
chrXIV	660341	672270	YNR019W	0.709028	WGD	WGD_in_WGDCluster
chrXIV	662412	673225	YNR020C	0.746786	singletons	Singletons_in_WGDCluster
chrXIV	663379	674594	YNR021W	0.796166	singletons	Singletons_in_WGDCluster
chrXIV	664776	675196	YNR022C	0.82428	singletons	Singletons_in_WGDCluster
chrXIV	665420	677121	YNR023W	0.850269	WGD	WGD_in_WGDCluster
chrXIV	667411	677972	YNR024W	0.839883	singletons	Singletons_in_WGDCluster
chrXIV	667704	678064	YNR025C	0.836873	singletons	Singletons_in_WGDCluster
chrXIV	668276	679692	YNR026C	0.829275	WGD	WGD_in_WGDCluster
chrXIV	669925	680879	YNR027W	0.826274	SSD	SSD_in_WGDCluster
chrXIV	671179	682106	YNR028W	0.846344	WGD	WGD_in_WGDCluster
chrXIV	672201	683491	YNR029C	0.85837	singletons	Singletons_in_WGDCluster
chrXIV	673801	685457	YNR030W	0.89722	singletons	Singletons_in_WGDCluster
chrXIV	675696	690436	YNR031C	0.854953	WGD	WGD_in_WGDCluster
chrXIV	681012	692119	YNR032W	0.817773	singletons	Singletons_in_WGDCluster
chrXIV	682245	692467	YNR032C-A	0.767951	singletons	Singletons_in_WGDCluster
chrXIV	682637	695001	YNR033W	0.747816	SSD	SSD_in_WGDCluster
chrXIV	685323	696289	YNR034W	0.686486	WGD	WGD_in_WGDCluster
chrXIV	687563	697860	YNR034W-A	0.731087	WGD	WGD_in_WGDCluster
chrXIV	688021	699050	YNR035C	0.755644	singletons	Singletons_in_ComplementCluster
chrXIV	689363	699825	YNR036C	0.71774	singletons	Singletons_in_ComplementCluster
chrXIV	690054	700330	YNR037C	0.717789	singletons	Singletons_in_ComplementCluster
chrXIV	690597	702487	YNR038W	0.752817	singletons	Singletons_in_ComplementCluster
chrXIV	692616	704434	YNR039C	0.807243	singletons	Singletons_in_ComplementCluster
chrXIV	694692	705463	YNR040W	0.832513	singletons	Singletons_in_ComplementCluster
chrXIV	695543	706662	YNR041C	0.853944	singletons	Singletons_in_ComplementCluster
chrXIV	696240	706669	YNR042W	0.849458	singletons	Singletons_in_ComplementCluster
chrXIV	696897	708088	YNR043W	0.843714	singletons	Singletons_in_ComplementCluster
chrXIV	698701	710879	YNR044W	0.840122	WGD	WGD_in_WGDCluster
chrXIV	701141	712611	YNR045W	0.822668	singletons	Singletons_in_WGDCluster
chrXIV	702790	713198	YNR046W	0.806207	singletons	Singletons_in_WGDCluster
chrXIV	703525	716207	YNR047W	0.786863	WGD	WGD_in_WGDCluster
chrXIV	706632	717814	YNR048W	0.753175	WGD	WGD_in_WGDCluster
chrXIV	708025	718658	YNR049C	0.726418	singletons	Singletons_in_ComplementCluster
chrXIV	709050	720391	YNR050C	0.711489	singletons	Singletons_in_ComplementCluster
chrXIV	711122	721287	snR49	0.631677	singletons	Singletons_in_ComplementCluster
chrXIV	711782	723330	YNR051C	0.693886	singletons	Singletons_in_ComplementCluster
chrXIV	714348	725650	YNR052C	0.619448	singletons	Singletons_in_ComplementCluster
chrXIV	716122	728114	YNR053C	0.496831	SSD	SSD_in_SSDCluster
chrXIV	716939	727213	snR191	0.548569	singletons	Singletons_in_ComplementCluster
chrXIV	718357	729308	YNR054C	0.468085	singletons	Singletons_in_SSDCluster
chrXIV	723427	735188	YNR055C	0.504974	singletons	Singletons_in_SSDCluster
chrXIV	726618	738304	YNR056C	0.607992	SSD	SSD_in_SSDCluster
chrXIV	728356	739070	YNR057C	0.685738	singletons	Singletons_in_SSDCluster
chrXIV	729291	740734	YNR058W	0.634973	singletons	Singletons_in_SSDCluster
chrXIV	731803	743546	YNR059W	0.700077	SSD	SSD_in_SSDCluster
chrXIV	734951	747111	YNR060W	0.534375	WGD	WGD_in_WGDCluster
chrXIV	737881	748541	YNR061C	0.569137	singletons	Singletons_in_ComplementCluster
chrXIV	739360	750344	YNR062C	0.591861	singletons	Singletons_in_ComplementCluster
chrXIV	741943	753767	YNR063W	0.668302	singletons	Singletons_in_ComplementCluster
chrXIV	744136	755009	YNR064C	0.76483	singletons	Singletons_in_ComplementCluster
chrXIV	745350	758701	YNR065C	0.772526	singletons	Singletons_in_ComplementCluster
chrXIV	748725	760036	YNR066C	0.789585	singletons	Singletons_in_ComplementCluster
chrXIV	750746	764100	YNR067C	0.742025	SSD	SSD_in_SSDCluster
chrXIV	755067	765886	YNR068C	0.568814	singletons	Singletons_in_SSDCluster
chrXIV	756123	767593	YNR069C	0.652485	singletons	Singletons_in_SSDCluster
chrXIV	760375	774377	YNR070W	0.62184	SSD	SSD_in_SSDCluster
chrXIV	765440	776469	YNR071C	0.740774	SSD	SSD_in_SSDCluster
chrXIV	767657	779352	YNR072W	0.606242	SSD	SSD_in_SSDCluster
chrXIV	769792	781301	YNR073C	0.564341	SSD	SSD_in_SSDCluster
chrXIV	772602	783739	YNR074C	0.554638	singletons	Singletons_in_SSDCluster
chrXIV	774916	784334	YNR075W	0.462731	singletons	Singletons_in_SSDCluster
chrXIV	776511	784334	YNR075C-A	0.380033	singletons	Singletons_in_SSDCluster
chrXIV	776918	784334	YNR076W	0.40089	SSD	SSD_in_SSDCluster
chrXIV	778287	784334	YNR077C	0.378369	singletons	Singletons_in_ComplementCluster
chrXV	1	6225	YOL166C	0.232005	singletons	Singletons_in_ComplementCluster
chrXV	1	9312	YOL164W-A	0.358071	singletons	Singletons_in_ComplementCluster
chrXV	1	7078	YOL165C	0.324573	singletons	Singletons_in_ComplementCluster
chrXV	1	5636	YOL166W-A	0.247205	singletons	Singletons_in_ComplementCluster
chrXV	1174	13115	YOL164W	0.331463	singletons	Singletons_in_ComplementCluster
chrXV	4617	15333	YOL162W	0.348638	SSD	SSD_in_SSDCluster
chrXV	4936	15605	YOL163W	0.366201	SSD	SSD_in_SSDCluster
chrXV	6547	16910	YOL161C	0.341021	singletons	Singletons_in_ComplementCluster
chrXV	9311	19653	YOL160W	0.25585	singletons	Singletons_in_ComplementCluster
chrXV	10231	20504	YOL159C-A	0.280639	singletons	Singletons_in_ComplementCluster
chrXV	12279	22795	YOL159C	0.30658	singletons	Singletons_in_ComplementCluster
chrXV	14489	26310	YOL158C	0.472295	singletons	Singletons_in_ComplementCluster
chrXV	17523	29293	YOL157C	0.534749	singletons	Singletons_in_ComplementCluster
chrXV	20271	31975	YOL156W	0.645249	SSD	SSD_in_SSDCluster
chrXV	22082	32217	YOL155W-A	0.642625	singletons	Singletons_in_SSDCluster
chrXV	23701	36605	YOL155C	0.471559	SSD	SSD_in_SSDCluster
chrXV	29656	40406	YOL154W	0.413488	singletons	Singletons_in_ComplementCluster
chrXV	31820	43566	YOL153C	0.371105	singletons	Singletons_in_ComplementCluster
chrXV	35746	47609	YOL152W	0.607856	singletons	Singletons_in_ComplementCluster
chrXV	38692	49721	YOL151W	0.628253	SSD	SSD_in_SSDCluster
chrXV	39471	49783	YOL150C	0.677948	SSD	SSD_in_SSDCluster
chrXV	39936	50632	YOL149W	0.732984	singletons	Singletons_in_ComplementCluster
chrXV	40758	52573	YOL148C	0.82683	singletons	Singletons_in_ComplementCluster
chrXV	42931	53642	YOL147C	0.810195	singletons	Singletons_in_ComplementCluster
chrXV	43862	54447	YOL146W	0.87983	singletons	Singletons_in_ComplementCluster
chrXV	44553	57787	YOL145C	0.853559	singletons	Singletons_in_ComplementCluster
chrXV	48096	59551	YOL144W	0.86722	singletons	Singletons_in_ComplementCluster
chrXV	49593	60103	YOL143C	0.879353	singletons	Singletons_in_ComplementCluster
chrXV	50556	61279	YOL142W	0.83195	singletons	Singletons_in_ComplementCluster
chrXV	51450	63538	YOL141W	0.847204	SSD	SSD_in_SSDCluster
chrXV	53758	65030	YOL140W	0.863556	SSD	SSD_in_SSDCluster
chrXV	55382	66024	YOL139C	0.860271	singletons	Singletons_in_ComplementCluster
chrXV	56324	70350	YOL138C	0.82561	singletons	Singletons_in_ComplementCluster
chrXV	60620	72114	YOL137W	0.794936	singletons	Singletons_in_ComplementCluster
chrXV	62560	73754	YOL136C	0.752635	singletons	Singletons_in_ComplementCluster
chrXV	64375	75044	YOL135C	0.680007	singletons	Singletons_in_ComplementCluster
chrXV	65155	75545	YOL134C	0.671415	singletons	Singletons_in_ComplementCluster
